sample_id,bucket,category,source_group,split,input_path,output_path,input_exists,output_exists,shape_match,input_width,input_height,output_width,output_height,severity,identity_candidate,diff_mean,mask_ratio,mask_threshold,input_pseudo_psnr,input_pseudo_ssim_global,e1_pseudo_psnr,e1_pseudo_ssim_global,e1_mask_outside_max_abs,e1_mask_outside_mean_abs
image_patches_small/2_134_10_SKADBPYRPE_3_25_10_A_Bed_2,image_patches_small,image_patches_small/clear_nostructure_noimagine,134_10_SKADBPYRPE_3_25_10_A_Bed,train,To_Yukun_3DModelImageryEnhancement/To_Yukun_3DModelImageryEnhancement/s7_make_datasets/s1_trainingset/image_patches_small/clear_nostructure_noimagine/2_134_10_SKADBPYRPE_3_25_10_A_Bed_2_ori.png,To_Yukun_3DModelImageryEnhancement/To_Yukun_3DModelImageryEnhancement/s7_make_datasets/s1_trainingset/image_patches_small/clear_nostructure_noimagine/2_134_10_SKADBPYRPE_3_25_10_A_Bed_2_generated.png,True,True,True,900,900,900,900,medium,False,2.06435489654541,0.06609753086419753,18.0,32.10450630849169,0.9958494991463656,39.03251027130849,0.9992492009129301,0,0.0
image_patches_small/2_1494_93_TZTNIHIYHM_1_38_47_F_Bed_2,image_patches_small,image_patches_small/clear_nostructure_noimagine,1494_93_TZTNIHIYHM_1_38_47_F_Bed,train,To_Yukun_3DModelImageryEnhancement/To_Yukun_3DModelImageryEnhancement/s7_make_datasets/s1_trainingset/image_patches_small/clear_nostructure_noimagine/2_1494_93_TZTNIHIYHM_1_38_47_F_Bed_2_ori.png,To_Yukun_3DModelImageryEnhancement/To_Yukun_3DModelImageryEnhancement/s7_make_datasets/s1_trainingset/image_patches_small/clear_nostructure_noimagine/2_1494_93_TZTNIHIYHM_1_38_47_F_Bed_2_generated.png,True,True,True,900,900,900,900,light,True,1.1290024518966675,0.020853086419753086,23.66666603088379,31.667067854234823,0.9834818264355762,41.51903149562406,0.9983856522212737,0,0.0
image_patches_small/2_179_61_TTNTIHLEHM_1_17_8_C_Bed_2,image_patches_small,image_patches_small/clear_nostructure_noimagine,179_61_TTNTIHLEHM_1_17_8_C_Bed,train,To_Yukun_3DModelImageryEnhancement/To_Yukun_3DModelImageryEnhancement/s7_make_datasets/s1_trainingset/image_patches_small/clear_nostructure_noimagine/2_179_61_TTNTIHLEHM_1_17_8_C_Bed_2_ori.png,To_Yukun_3DModelImageryEnhancement/To_Yukun_3DModelImageryEnhancement/s7_make_datasets/s1_trainingset/image_patches_small/clear_nostructure_noimagine/2_179_61_TTNTIHLEHM_1_17_8_C_Bed_2_generated.png,True,True,True,900,900,900,900,light,True,0.614759624004364,0.0006950617283950617,18.0,41.516737245909496,0.9995840099974308,41.742760259235716,0.9996107634155827,0,0.0
image_patches_small/2_1_11_SKBKBPEAPE_1_1_2_A_Living_2,image_patches_small,image_patches_small/clear_nostructure_noimagine,1_11_SKBKBPEAPE_1_1_2_A_Living,train,To_Yukun_3DModelImageryEnhancement/To_Yukun_3DModelImageryEnhancement/s7_make_datasets/s1_trainingset/image_patches_small/clear_nostructure_noimagine/2_1_11_SKBKBPEAPE_1_1_2_A_Living_2_ori.png,To_Yukun_3DModelImageryEnhancement/To_Yukun_3DModelImageryEnhancement/s7_make_datasets/s1_trainingset/image_patches_small/clear_nostructure_noimagine/2_1_11_SKBKBPEAPE_1_1_2_A_Living_2_generated.png,True,True,True,900,900,900,900,light,True,1.2783113718032837,0.03557901234567901,18.33333396911621,33.7759382834549,0.9936398596443036,40.150359302301304,0.9987203619397895,0,0.0
image_patches_small/2_304_17_SKPDPPERPE_1_11_34_C_MBed_2,image_patches_small,image_patches_small/clear_nostructure_noimagine,304_17_SKPDPPERPE_1_11_34_C_MBed,train,To_Yukun_3DModelImageryEnhancement/To_Yukun_3DModelImageryEnhancement/s7_make_datasets/s1_trainingset/image_patches_small/clear_nostructure_noimagine/2_304_17_SKPDPPERPE_1_11_34_C_MBed_2_ori.png,To_Yukun_3DModelImageryEnhancement/To_Yukun_3DModelImageryEnhancement/s7_make_datasets/s1_trainingset/image_patches_small/clear_nostructure_noimagine/2_304_17_SKPDPPERPE_1_11_34_C_MBed_2_generated.png,True,True,True,900,900,900,900,medium,False,1.775659203529358,0.0487716049382716,18.0,32.92273833908828,0.9961448843278702,39.06488337037694,0.9991396322386925,0,0.0
image_patches_small/2_307_41_SKSWBPWJPS_1_11_28_D_LivingDining_2,image_patches_small,image_patches_small/clear_nostructure_noimagine,307_41_SKSWBPWJPS_1_11_28_D_LivingDining,val,To_Yukun_3DModelImageryEnhancement/To_Yukun_3DModelImageryEnhancement/s7_make_datasets/s1_trainingset/image_patches_small/clear_nostructure_noimagine/2_307_41_SKSWBPWJPS_1_11_28_D_LivingDining_2_ori.png,To_Yukun_3DModelImageryEnhancement/To_Yukun_3DModelImageryEnhancement/s7_make_datasets/s1_trainingset/image_patches_small/clear_nostructure_noimagine/2_307_41_SKSWBPWJPS_1_11_28_D_LivingDining_2_generated.png,True,True,True,900,900,900,900,medium,False,1.9802765846252441,0.02266172839506173,18.0,33.9849689512999,0.997026537931956,37.023743887701436,0.9986795410223855,0,0.0
image_patches_small/2_363_2_OSJDFRJRRU_1_14_2_D_Bed_2,image_patches_small,image_patches_small/clear_nostructure_noimagine,363_2_OSJDFRJRRU_1_14_2_D_Bed,train,To_Yukun_3DModelImageryEnhancement/To_Yukun_3DModelImageryEnhancement/s7_make_datasets/s1_trainingset/image_patches_small/clear_nostructure_noimagine/2_363_2_OSJDFRJRRU_1_14_2_D_Bed_2_ori.png,To_Yukun_3DModelImageryEnhancement/To_Yukun_3DModelImageryEnhancement/s7_make_datasets/s1_trainingset/image_patches_small/clear_nostructure_noimagine/2_363_2_OSJDFRJRRU_1_14_2_D_Bed_2_generated.png,True,True,True,900,900,900,900,light,True,1.3110533952713013,0.014728395061728395,18.0,35.76008417697991,0.9986529165326858,38.550709718589516,0.9993560593734055,0,0.0
image_patches_small/2_562_17_SKPDPPERPE_2_29_38_B_Living_2,image_patches_small,image_patches_small/clear_nostructure_noimagine,562_17_SKPDPPERPE_2_29_38_B_Living,val,To_Yukun_3DModelImageryEnhancement/To_Yukun_3DModelImageryEnhancement/s7_make_datasets/s1_trainingset/image_patches_small/clear_nostructure_noimagine/2_562_17_SKPDPPERPE_2_29_38_B_Living_2_ori.png,To_Yukun_3DModelImageryEnhancement/To_Yukun_3DModelImageryEnhancement/s7_make_datasets/s1_trainingset/image_patches_small/clear_nostructure_noimagine/2_562_17_SKPDPPERPE_2_29_38_B_Living_2_generated.png,True,True,True,900,900,900,900,medium,False,1.6467291116714478,0.037340740740740744,25.66666603088379,30.941660293699712,0.9858689883819279,39.20917944890056,0.9981987097131441,0,0.0
image_patches_small/2_594_86_TZSMTHISHM_1_22_15_D_Bath_2,image_patches_small,image_patches_small/clear_nostructure_noimagine,594_86_TZSMTHISHM_1_22_15_D_Bath,train,To_Yukun_3DModelImageryEnhancement/To_Yukun_3DModelImageryEnhancement/s7_make_datasets/s1_trainingset/image_patches_small/clear_nostructure_noimagine/2_594_86_TZSMTHISHM_1_22_15_D_Bath_2_ori.png,To_Yukun_3DModelImageryEnhancement/To_Yukun_3DModelImageryEnhancement/s7_make_datasets/s1_trainingset/image_patches_small/clear_nostructure_noimagine/2_594_86_TZSMTHISHM_1_22_15_D_Bath_2_generated.png,True,True,True,900,900,900,900,medium,False,1.6537046432495117,0.05467530864197531,18.0,32.43730985424651,0.9959024027483422,40.29420115182831,0.9993939935004099,0,0.0
image_patches_small/3_134_15_SKEYPPEAPE_1_5_32_A_MBed_3,image_patches_small,image_patches_small/clear_nostructure_noimagine,134_15_SKEYPPEAPE_1_5_32_A_MBed,test,To_Yukun_3DModelImageryEnhancement/To_Yukun_3DModelImageryEnhancement/s7_make_datasets/s1_trainingset/image_patches_small/clear_nostructure_noimagine/3_134_15_SKEYPPEAPE_1_5_32_A_MBed_3_ori.png,To_Yukun_3DModelImageryEnhancement/To_Yukun_3DModelImageryEnhancement/s7_make_datasets/s1_trainingset/image_patches_small/clear_nostructure_noimagine/3_134_15_SKEYPPEAPE_1_5_32_A_MBed_3_generated.png,True,True,True,900,900,900,900,medium,False,2.8337979316711426,0.07008271604938271,23.66666603088379,28.971649633858437,0.9865619585842587,36.91883956028836,0.9982804023188928,0,0.0
image_patches_small/3_13_22_SKPPWBPEPE_1_14_7_Whole_MBed_3,image_patches_small,image_patches_small/clear_nostructure_noimagine,13_22_SKPPWBPEPE_1_14_7_Whole_MBed,train,To_Yukun_3DModelImageryEnhancement/To_Yukun_3DModelImageryEnhancement/s7_make_datasets/s1_trainingset/image_patches_small/clear_nostructure_noimagine/3_13_22_SKPPWBPEPE_1_14_7_Whole_MBed_3_ori.png,To_Yukun_3DModelImageryEnhancement/To_Yukun_3DModelImageryEnhancement/s7_make_datasets/s1_trainingset/image_patches_small/clear_nostructure_noimagine/3_13_22_SKPPWBPEPE_1_14_7_Whole_MBed_3_generated.png,True,True,True,900,900,900,900,light,True,0.8841612935066223,0.01395925925925926,18.0,37.075918761874696,0.9980706907649536,40.947946021747455,0.9992621037794307,0,0.0
image_patches_small/3_308_15_SKEYPPEAPE_1_12_10_B_MBed_3,image_patches_small,image_patches_small/clear_nostructure_noimagine,308_15_SKEYPPEAPE_1_12_10_B_MBed,test,To_Yukun_3DModelImageryEnhancement/To_Yukun_3DModelImageryEnhancement/s7_make_datasets/s1_trainingset/image_patches_small/clear_nostructure_noimagine/3_308_15_SKEYPPEAPE_1_12_10_B_MBed_3_ori.png,To_Yukun_3DModelImageryEnhancement/To_Yukun_3DModelImageryEnhancement/s7_make_datasets/s1_trainingset/image_patches_small/clear_nostructure_noimagine/3_308_15_SKEYPPEAPE_1_12_10_B_MBed_3_generated.png,True,True,True,900,900,900,900,light,True,1.267993450164795,0.05338271604938272,20.66666603088379,32.8060097456236,0.9889419496851746,43.48733497728563,0.9992148700141669,0,0.0
image_patches_small/3_30_89_TZTMTHMJMM_1_2_13_A_Bed_3,image_patches_small,image_patches_small/clear_nostructure_noimagine,30_89_TZTMTHMJMM_1_2_13_A_Bed,train,To_Yukun_3DModelImageryEnhancement/To_Yukun_3DModelImageryEnhancement/s7_make_datasets/s1_trainingset/image_patches_small/clear_nostructure_noimagine/3_30_89_TZTMTHMJMM_1_2_13_A_Bed_3_ori.png,To_Yukun_3DModelImageryEnhancement/To_Yukun_3DModelImageryEnhancement/s7_make_datasets/s1_trainingset/image_patches_small/clear_nostructure_noimagine/3_30_89_TZTMTHMJMM_1_2_13_A_Bed_3_generated.png,True,True,True,900,900,900,900,light,True,1.1109567880630493,0.06154197530864197,18.0,34.93608781168211,0.9972163078539966,43.64618976172136,0.9996757369951697,0,0.0
image_patches_small/3_325_38_SKPPWYPEPE_1_105_13_B_MBed_3,image_patches_small,image_patches_small/clear_nostructure_noimagine,325_38_SKPPWYPEPE_1_105_13_B_MBed,train,To_Yukun_3DModelImageryEnhancement/To_Yukun_3DModelImageryEnhancement/s7_make_datasets/s1_trainingset/image_patches_small/clear_nostructure_noimagine/3_325_38_SKPPWYPEPE_1_105_13_B_MBed_3_ori.png,To_Yukun_3DModelImageryEnhancement/To_Yukun_3DModelImageryEnhancement/s7_make_datasets/s1_trainingset/image_patches_small/clear_nostructure_noimagine/3_325_38_SKPPWYPEPE_1_105_13_B_MBed_3_generated.png,True,True,True,900,900,900,900,light,True,1.2673202753067017,0.032780246913580245,25.0,30.77036438418883,0.9598191083789157,41.77978630732042,0.9971910229384218,0,0.0
image_patches_small/3_396_11_SKBKBPEAPE_1_12_1_C_Bed_3,image_patches_small,image_patches_small/clear_nostructure_noimagine,396_11_SKBKBPEAPE_1_12_1_C_Bed,train,To_Yukun_3DModelImageryEnhancement/To_Yukun_3DModelImageryEnhancement/s7_make_datasets/s1_trainingset/image_patches_small/clear_nostructure_noimagine/3_396_11_SKBKBPEAPE_1_12_1_C_Bed_3_ori.png,To_Yukun_3DModelImageryEnhancement/To_Yukun_3DModelImageryEnhancement/s7_make_datasets/s1_trainingset/image_patches_small/clear_nostructure_noimagine/3_396_11_SKBKBPEAPE_1_12_1_C_Bed_3_generated.png,True,True,True,900,900,900,900,light,True,1.1304210424423218,0.03025925925925926,22.0,33.74079736790294,0.9927620394838156,41.31765984533465,0.9989078985769232,0,0.0
image_patches_small/3_631_86_TZSMTHISHM_1_23_23_D_Utility_3,image_patches_small,image_patches_small/clear_nostructure_noimagine,631_86_TZSMTHISHM_1_23_23_D_Utility,train,To_Yukun_3DModelImageryEnhancement/To_Yukun_3DModelImageryEnhancement/s7_make_datasets/s1_trainingset/image_patches_small/clear_nostructure_noimagine/3_631_86_TZSMTHISHM_1_23_23_D_Utility_3_ori.png,To_Yukun_3DModelImageryEnhancement/To_Yukun_3DModelImageryEnhancement/s7_make_datasets/s1_trainingset/image_patches_small/clear_nostructure_noimagine/3_631_86_TZSMTHISHM_1_23_23_D_Utility_3_generated.png,True,True,True,900,900,900,900,medium,False,1.973462462425232,0.05467037037037037,18.0,32.13820005605923,0.9950435297014852,38.381333950736874,0.9989930389008355,0,0.0
image_patches_small/3_667_3_OSRJURUXRU_1_32_24_D_Bed_3,image_patches_small,image_patches_small/clear_nostructure_noimagine,667_3_OSRJURUXRU_1_32_24_D_Bed,val,To_Yukun_3DModelImageryEnhancement/To_Yukun_3DModelImageryEnhancement/s7_make_datasets/s1_trainingset/image_patches_small/clear_nostructure_noimagine/3_667_3_OSRJURUXRU_1_32_24_D_Bed_3_ori.png,To_Yukun_3DModelImageryEnhancement/To_Yukun_3DModelImageryEnhancement/s7_make_datasets/s1_trainingset/image_patches_small/clear_nostructure_noimagine/3_667_3_OSRJURUXRU_1_32_24_D_Bed_3_generated.png,True,True,True,900,900,900,900,medium,False,1.8864349126815796,0.05863827160493827,18.0,32.17156827716397,0.9949357871292521,39.13920769636322,0.9991658594478798,0,0.0
image_patches_small/3_908_80_TZLZZHIOHT_1_223_7_H_Bed_3,image_patches_small,image_patches_small/clear_nostructure_noimagine,908_80_TZLZZHIOHT_1_223_7_H_Bed,test,To_Yukun_3DModelImageryEnhancement/To_Yukun_3DModelImageryEnhancement/s7_make_datasets/s1_trainingset/image_patches_small/clear_nostructure_noimagine/3_908_80_TZLZZHIOHT_1_223_7_H_Bed_3_ori.png,To_Yukun_3DModelImageryEnhancement/To_Yukun_3DModelImageryEnhancement/s7_make_datasets/s1_trainingset/image_patches_small/clear_nostructure_noimagine/3_908_80_TZLZZHIOHT_1_223_7_H_Bed_3_generated.png,True,True,True,900,900,900,900,medium,False,1.678229570388794,0.04657777777777778,18.66666603088379,31.478145867849623,0.9921522274061647,40.13131321026201,0.9990381765326987,0,0.0
image_patches_small/4_120_17_SKPDPPERPE_1_5_18_A_MBed_4,image_patches_small,image_patches_small/clear_nostructure_noimagine,120_17_SKPDPPERPE_1_5_18_A_MBed,val,To_Yukun_3DModelImageryEnhancement/To_Yukun_3DModelImageryEnhancement/s7_make_datasets/s1_trainingset/image_patches_small/clear_nostructure_noimagine/4_120_17_SKPDPPERPE_1_5_18_A_MBed_4_ori.png,To_Yukun_3DModelImageryEnhancement/To_Yukun_3DModelImageryEnhancement/s7_make_datasets/s1_trainingset/image_patches_small/clear_nostructure_noimagine/4_120_17_SKPDPPERPE_1_5_18_A_MBed_4_generated.png,True,True,True,900,900,900,900,light,True,0.7391814589500427,0.020464197530864196,18.0,36.18594242058763,0.9955898821166584,42.658803702734,0.9993456496430108,0,0.0
image_patches_small/4_122_17_SKPDPPERPE_1_5_20_A_MBed_4,image_patches_small,image_patches_small/clear_nostructure_noimagine,122_17_SKPDPPERPE_1_5_20_A_MBed,test,To_Yukun_3DModelImageryEnhancement/To_Yukun_3DModelImageryEnhancement/s7_make_datasets/s1_trainingset/image_patches_small/clear_nostructure_noimagine/4_122_17_SKPDPPERPE_1_5_20_A_MBed_4_ori.png,To_Yukun_3DModelImageryEnhancement/To_Yukun_3DModelImageryEnhancement/s7_make_datasets/s1_trainingset/image_patches_small/clear_nostructure_noimagine/4_122_17_SKPDPPERPE_1_5_20_A_MBed_4_generated.png,True,True,True,900,900,900,900,light,True,0.7633193731307983,0.023301234567901234,18.0,35.72547118144702,0.9947863395225859,43.23534522485232,0.9993145518673116,0,0.0
image_patches_small/4_134_10_SKADBPYRPE_3_25_10_A_Bed_4,image_patches_small,image_patches_small/clear_nostructure_noimagine,134_10_SKADBPYRPE_3_25_10_A_Bed,train,To_Yukun_3DModelImageryEnhancement/To_Yukun_3DModelImageryEnhancement/s7_make_datasets/s1_trainingset/image_patches_small/clear_nostructure_noimagine/4_134_10_SKADBPYRPE_3_25_10_A_Bed_4_ori.png,To_Yukun_3DModelImageryEnhancement/To_Yukun_3DModelImageryEnhancement/s7_make_datasets/s1_trainingset/image_patches_small/clear_nostructure_noimagine/4_134_10_SKADBPYRPE_3_25_10_A_Bed_4_generated.png,True,True,True,900,900,900,900,light,True,1.1710469722747803,0.03612716049382716,18.0,34.43279501288743,0.9958251556130225,41.61202390052031,0.9993403191383343,0,0.0
image_patches_small/4_179_61_TTNTIHLEHM_1_17_8_C_Bed_4,image_patches_small,image_patches_small/clear_nostructure_noimagine,179_61_TTNTIHLEHM_1_17_8_C_Bed,train,To_Yukun_3DModelImageryEnhancement/To_Yukun_3DModelImageryEnhancement/s7_make_datasets/s1_trainingset/image_patches_small/clear_nostructure_noimagine/4_179_61_TTNTIHLEHM_1_17_8_C_Bed_4_ori.png,To_Yukun_3DModelImageryEnhancement/To_Yukun_3DModelImageryEnhancement/s7_make_datasets/s1_trainingset/image_patches_small/clear_nostructure_noimagine/4_179_61_TTNTIHLEHM_1_17_8_C_Bed_4_generated.png,True,True,True,900,900,900,900,light,True,1.2052229642868042,0.04641358024691358,18.0,33.705147627880045,0.9945252005226265,43.54099565914257,0.9995155751980559,0,0.0
image_patches_small/4_396_11_SKBKBPEAPE_1_12_1_C_Bed_4,image_patches_small,image_patches_small/clear_nostructure_noimagine,396_11_SKBKBPEAPE_1_12_1_C_Bed,train,To_Yukun_3DModelImageryEnhancement/To_Yukun_3DModelImageryEnhancement/s7_make_datasets/s1_trainingset/image_patches_small/clear_nostructure_noimagine/4_396_11_SKBKBPEAPE_1_12_1_C_Bed_4_ori.png,To_Yukun_3DModelImageryEnhancement/To_Yukun_3DModelImageryEnhancement/s7_make_datasets/s1_trainingset/image_patches_small/clear_nostructure_noimagine/4_396_11_SKBKBPEAPE_1_12_1_C_Bed_4_generated.png,True,True,True,900,900,900,900,light,True,0.9821019768714905,0.027292592592592594,20.66666603088379,34.791356842095205,0.993805002279897,41.77284639146705,0.9989061808606914,0,0.0
image_patches_small/4_908_80_TZLZZHIOHT_1_223_7_H_Bed_4,image_patches_small,image_patches_small/clear_nostructure_noimagine,908_80_TZLZZHIOHT_1_223_7_H_Bed,test,To_Yukun_3DModelImageryEnhancement/To_Yukun_3DModelImageryEnhancement/s7_make_datasets/s1_trainingset/image_patches_small/clear_nostructure_noimagine/4_908_80_TZLZZHIOHT_1_223_7_H_Bed_4_ori.png,To_Yukun_3DModelImageryEnhancement/To_Yukun_3DModelImageryEnhancement/s7_make_datasets/s1_trainingset/image_patches_small/clear_nostructure_noimagine/4_908_80_TZLZZHIOHT_1_223_7_H_Bed_4_generated.png,True,True,True,900,900,900,900,light,True,0.9589476585388184,0.03716296296296296,18.0,34.82504748604289,0.9944271340053518,43.64761240617674,0.999332245591813,0,0.0
image_patches_small/5_1145_30_SKPPWKPEPE_2_50_47_C_Bed_5,image_patches_small,image_patches_small/clear_nostructure_noimagine,1145_30_SKPPWKPEPE_2_50_47_C_Bed,train,To_Yukun_3DModelImageryEnhancement/To_Yukun_3DModelImageryEnhancement/s7_make_datasets/s1_trainingset/image_patches_small/clear_nostructure_noimagine/5_1145_30_SKPPWKPEPE_2_50_47_C_Bed_5_ori.png,To_Yukun_3DModelImageryEnhancement/To_Yukun_3DModelImageryEnhancement/s7_make_datasets/s1_trainingset/image_patches_small/clear_nostructure_noimagine/5_1145_30_SKPPWKPEPE_2_50_47_C_Bed_5_generated.png,True,True,True,900,900,900,900,medium,False,1.6720540523529053,0.06880246913580247,19.0,31.82741724125217,0.9928007902219255,42.152343262152286,0.9994736723825675,0,0.0
image_patches_small/5_120_17_SKPDPPERPE_1_5_18_A_MBed_5,image_patches_small,image_patches_small/clear_nostructure_noimagine,120_17_SKPDPPERPE_1_5_18_A_MBed,val,To_Yukun_3DModelImageryEnhancement/To_Yukun_3DModelImageryEnhancement/s7_make_datasets/s1_trainingset/image_patches_small/clear_nostructure_noimagine/5_120_17_SKPDPPERPE_1_5_18_A_MBed_5_ori.png,To_Yukun_3DModelImageryEnhancement/To_Yukun_3DModelImageryEnhancement/s7_make_datasets/s1_trainingset/image_patches_small/clear_nostructure_noimagine/5_120_17_SKPDPPERPE_1_5_18_A_MBed_5_generated.png,True,True,True,900,900,900,900,light,True,0.38709384202957153,0.014730864197530865,18.0,40.54517464201743,0.9981535122747994,45.53172499441531,0.9994636768979608,0,0.0
image_patches_small/5_1325_56_SSPPWYPXPS_1_26_11_G_Living_5,image_patches_small,image_patches_small/clear_nostructure_noimagine,1325_56_SSPPWYPXPS_1_26_11_G_Living,train,To_Yukun_3DModelImageryEnhancement/To_Yukun_3DModelImageryEnhancement/s7_make_datasets/s1_trainingset/image_patches_small/clear_nostructure_noimagine/5_1325_56_SSPPWYPXPS_1_26_11_G_Living_5_ori.png,To_Yukun_3DModelImageryEnhancement/To_Yukun_3DModelImageryEnhancement/s7_make_datasets/s1_trainingset/image_patches_small/clear_nostructure_noimagine/5_1325_56_SSPPWYPXPS_1_26_11_G_Living_5_generated.png,True,True,True,900,900,900,900,light,True,0.9452081918716431,0.013892592592592592,18.0,36.57606879438954,0.9987329802756737,40.18374244075244,0.9995388920736298,0,0.0
image_patches_small/5_134_15_SKEYPPEAPE_1_5_32_A_MBed_5,image_patches_small,image_patches_small/clear_nostructure_noimagine,134_15_SKEYPPEAPE_1_5_32_A_MBed,test,To_Yukun_3DModelImageryEnhancement/To_Yukun_3DModelImageryEnhancement/s7_make_datasets/s1_trainingset/image_patches_small/clear_nostructure_noimagine/5_134_15_SKEYPPEAPE_1_5_32_A_MBed_5_ori.png,To_Yukun_3DModelImageryEnhancement/To_Yukun_3DModelImageryEnhancement/s7_make_datasets/s1_trainingset/image_patches_small/clear_nostructure_noimagine/5_134_15_SKEYPPEAPE_1_5_32_A_MBed_5_generated.png,True,True,True,900,900,900,900,light,True,1.1132996082305908,0.02999753086419753,29.0,32.12922321705128,0.9798675846636781,41.165029586700406,0.9980039716670406,0,0.0
image_patches_small/5_280_17_SKPDPPERPE_1_11_10_C_MBed_5,image_patches_small,image_patches_small/clear_nostructure_noimagine,280_17_SKPDPPERPE_1_11_10_C_MBed,train,To_Yukun_3DModelImageryEnhancement/To_Yukun_3DModelImageryEnhancement/s7_make_datasets/s1_trainingset/image_patches_small/clear_nostructure_noimagine/5_280_17_SKPDPPERPE_1_11_10_C_MBed_5_ori.png,To_Yukun_3DModelImageryEnhancement/To_Yukun_3DModelImageryEnhancement/s7_make_datasets/s1_trainingset/image_patches_small/clear_nostructure_noimagine/5_280_17_SKPDPPERPE_1_11_10_C_MBed_5_generated.png,True,True,True,900,900,900,900,light,True,1.0687596797943115,0.011393827160493827,18.0,37.268121065802895,0.998504182254759,39.429678113290365,0.9991371082500442,0,0.0
image_patches_small/5_325_38_SKPPWYPEPE_1_105_13_B_MBed_5,image_patches_small,image_patches_small/clear_nostructure_noimagine,325_38_SKPPWYPEPE_1_105_13_B_MBed,train,To_Yukun_3DModelImageryEnhancement/To_Yukun_3DModelImageryEnhancement/s7_make_datasets/s1_trainingset/image_patches_small/clear_nostructure_noimagine/5_325_38_SKPPWYPEPE_1_105_13_B_MBed_5_ori.png,To_Yukun_3DModelImageryEnhancement/To_Yukun_3DModelImageryEnhancement/s7_make_datasets/s1_trainingset/image_patches_small/clear_nostructure_noimagine/5_325_38_SKPPWYPEPE_1_105_13_B_MBed_5_generated.png,True,True,True,900,900,900,900,light,True,1.242945671081543,0.029496296296296295,28.0,30.8856555430403,0.9611931448370059,41.58856780017597,0.9971128548023949,0,0.0
image_patches_small/5_631_86_TZSMTHISHM_1_23_23_D_Utility_5,image_patches_small,image_patches_small/clear_nostructure_noimagine,631_86_TZSMTHISHM_1_23_23_D_Utility,train,To_Yukun_3DModelImageryEnhancement/To_Yukun_3DModelImageryEnhancement/s7_make_datasets/s1_trainingset/image_patches_small/clear_nostructure_noimagine/5_631_86_TZSMTHISHM_1_23_23_D_Utility_5_ori.png,To_Yukun_3DModelImageryEnhancement/To_Yukun_3DModelImageryEnhancement/s7_make_datasets/s1_trainingset/image_patches_small/clear_nostructure_noimagine/5_631_86_TZSMTHISHM_1_23_23_D_Utility_5_generated.png,True,True,True,900,900,900,900,medium,False,1.8642441034317017,0.05908641975308642,19.33333396911621,30.393903890496105,0.9894072457383587,40.943670410914876,0.9992382681430448,0,0.0
image_patches_small/5_667_3_OSRJURUXRU_1_32_24_D_Bed_5,image_patches_small,image_patches_small/clear_nostructure_noimagine,667_3_OSRJURUXRU_1_32_24_D_Bed,val,To_Yukun_3DModelImageryEnhancement/To_Yukun_3DModelImageryEnhancement/s7_make_datasets/s1_trainingset/image_patches_small/clear_nostructure_noimagine/5_667_3_OSRJURUXRU_1_32_24_D_Bed_5_ori.png,To_Yukun_3DModelImageryEnhancement/To_Yukun_3DModelImageryEnhancement/s7_make_datasets/s1_trainingset/image_patches_small/clear_nostructure_noimagine/5_667_3_OSRJURUXRU_1_32_24_D_Bed_5_generated.png,True,True,True,900,900,900,900,medium,False,2.2808823585510254,0.07103580246913581,21.33333396911621,30.200056321676282,0.9874846006784944,39.03258112678243,0.9986725000723033,0,0.0
image_patches_small/6_0_24_SKPPWDPXPS_1_1_6_A_LivingDining_6,image_patches_small,image_patches_small/clear_nostructure_noimagine,0_24_SKPPWDPXPS_1_1_6_A_LivingDining,train,To_Yukun_3DModelImageryEnhancement/To_Yukun_3DModelImageryEnhancement/s7_make_datasets/s1_trainingset/image_patches_small/clear_nostructure_noimagine/6_0_24_SKPPWDPXPS_1_1_6_A_LivingDining_6_ori.png,To_Yukun_3DModelImageryEnhancement/To_Yukun_3DModelImageryEnhancement/s7_make_datasets/s1_trainingset/image_patches_small/clear_nostructure_noimagine/6_0_24_SKPPWDPXPS_1_1_6_A_LivingDining_6_generated.png,True,True,True,900,900,900,900,light,True,1.2381864786148071,0.029555555555555557,25.0,32.455724084813106,0.9895261101502486,40.74139639722912,0.9986028406404809,0,0.0
image_patches_small/6_11_5_OSRRQRUXUU_1_2_1_A_Bed_6,image_patches_small,image_patches_small/clear_nostructure_noimagine,11_5_OSRRQRUXUU_1_2_1_A_Bed,train,To_Yukun_3DModelImageryEnhancement/To_Yukun_3DModelImageryEnhancement/s7_make_datasets/s1_trainingset/image_patches_small/clear_nostructure_noimagine/6_11_5_OSRRQRUXUU_1_2_1_A_Bed_6_ori.png,To_Yukun_3DModelImageryEnhancement/To_Yukun_3DModelImageryEnhancement/s7_make_datasets/s1_trainingset/image_patches_small/clear_nostructure_noimagine/6_11_5_OSRRQRUXUU_1_2_1_A_Bed_6_generated.png,True,True,True,900,900,900,900,medium,False,1.552748203277588,0.0598679012345679,18.0,32.52693931640027,0.9957626609717672,41.36615392693301,0.9995100039810901,0,0.0
