sample_id,source_group,source_image,degradation_type,severity,clean_path,distorted_path,mask_path,mask_ratio,clean_quality_score,masked_input_clean_l1,split,seed
v2_0031_0_71_TZDZTHIRHM_1_1_1_A_Bed_1_114.153639_22.279091_112.16_120.795753_smear_warp,TZDZTHIRHM,research/assets/distortion_segmentation_annotation_dataset/for_segmentation/images/0_71_TZDZTHIRHM_1_1_1_A_Bed_1_114.153639_22.279091_112.16_120.795753.png,smear_warp,medium,research/data/restoration_v2_proxy_pairs/v2_0031_0_71_TZDZTHIRHM_1_1_1_A_Bed_1_114.153639_22.279091_112.16_120.795753_smear_warp/clean.png,research/data/restoration_v2_proxy_pairs/v2_0031_0_71_TZDZTHIRHM_1_1_1_A_Bed_1_114.153639_22.279091_112.16_120.795753_smear_warp/distorted.png,research/data/restoration_v2_proxy_pairs/v2_0031_0_71_TZDZTHIRHM_1_1_1_A_Bed_1_114.153639_22.279091_112.16_120.795753_smear_warp/mask.png,0.16214923,1.000000,39.511840,val,20260851
v2_0032_152_10_SKADBPYRPE_3_25_28_A_Bed_2_114.149297_22.282768_152.26_30.57121_repeat_missing,SKADBPYRPE,research/assets/distortion_segmentation_annotation_dataset/for_segmentation/images/152_10_SKADBPYRPE_3_25_28_A_Bed_2_114.149297_22.282768_152.26_30.57121.png,repeat_missing,large,research/data/restoration_v2_proxy_pairs/v2_0032_152_10_SKADBPYRPE_3_25_28_A_Bed_2_114.149297_22.282768_152.26_30.57121_repeat_missing/clean.png,research/data/restoration_v2_proxy_pairs/v2_0032_152_10_SKADBPYRPE_3_25_28_A_Bed_2_114.149297_22.282768_152.26_30.57121_repeat_missing/distorted.png,research/data/restoration_v2_proxy_pairs/v2_0032_152_10_SKADBPYRPE_3_25_28_A_Bed_2_114.149297_22.282768_152.26_30.57121_repeat_missing/mask.png,0.30096062,0.999860,26.210692,train,20260852
v2_0033_65_15_SKEYPPEAPE_1_3_19_A_MBath_114.148332_22.280509_202.4233_21.22964_blur_downsample,SKEYPPEAPE,research/assets/distortion_segmentation_annotation_dataset/for_segmentation/images/65_15_SKEYPPEAPE_1_3_19_A_MBath_114.148332_22.280509_202.4233_21.22964.png,blur_downsample,large,research/data/restoration_v2_proxy_pairs/v2_0033_65_15_SKEYPPEAPE_1_3_19_A_MBath_114.148332_22.280509_202.4233_21.22964_blur_downsample/clean.png,research/data/restoration_v2_proxy_pairs/v2_0033_65_15_SKEYPPEAPE_1_3_19_A_MBath_114.148332_22.280509_202.4233_21.22964_blur_downsample/distorted.png,research/data/restoration_v2_proxy_pairs/v2_0033_65_15_SKEYPPEAPE_1_3_19_A_MBath_114.148332_22.280509_202.4233_21.22964_blur_downsample/mask.png,0.32521524,0.998744,9.840074,train,20260853
v2_0034_590_2_OSJDFRJRRU_1_20_31_F_Bed_1_114.150753_22.280144_205.9591_12.610702_smear_warp,OSJDFRJRRU,research/assets/distortion_segmentation_annotation_dataset/for_segmentation/images/590_2_OSJDFRJRRU_1_20_31_F_Bed_1_114.150753_22.280144_205.9591_12.610702.png,smear_warp,medium,research/data/restoration_v2_proxy_pairs/v2_0034_590_2_OSJDFRJRRU_1_20_31_F_Bed_1_114.150753_22.280144_205.9591_12.610702_smear_warp/clean.png,research/data/restoration_v2_proxy_pairs/v2_0034_590_2_OSJDFRJRRU_1_20_31_F_Bed_1_114.150753_22.280144_205.9591_12.610702_smear_warp/distorted.png,research/data/restoration_v2_proxy_pairs/v2_0034_590_2_OSJDFRJRRU_1_20_31_F_Bed_1_114.150753_22.280144_205.9591_12.610702_smear_warp/mask.png,0.16085379,1.000000,42.921984,train,20260854
v2_0035_69_15_SKEYPPEAPE_1_3_23_A_MBath_114.148332_22.280509_214.1759_21.22964_repeat_missing,SKEYPPEAPE,research/assets/distortion_segmentation_annotation_dataset/for_segmentation/images/69_15_SKEYPPEAPE_1_3_23_A_MBath_114.148332_22.280509_214.1759_21.22964.png,repeat_missing,large,research/data/restoration_v2_proxy_pairs/v2_0035_69_15_SKEYPPEAPE_1_3_23_A_MBath_114.148332_22.280509_214.1759_21.22964_repeat_missing/clean.png,research/data/restoration_v2_proxy_pairs/v2_0035_69_15_SKEYPPEAPE_1_3_23_A_MBath_114.148332_22.280509_214.1759_21.22964_repeat_missing/distorted.png,research/data/restoration_v2_proxy_pairs/v2_0035_69_15_SKEYPPEAPE_1_3_23_A_MBath_114.148332_22.280509_214.1759_21.22964_repeat_missing/mask.png,0.29107541,1.000000,35.475956,train,20260855
v2_0036_112_46_SSPPWBPXPS_1_3_19_A_Living_114.133194_22.284701_90.5225_106.038308_blur_downsample,SSPPWBPXPS,research/assets/distortion_segmentation_annotation_dataset/for_segmentation/images/112_46_SSPPWBPXPS_1_3_19_A_Living_114.133194_22.284701_90.5225_106.038308.png,blur_downsample,large,research/data/restoration_v2_proxy_pairs/v2_0036_112_46_SSPPWBPXPS_1_3_19_A_Living_114.133194_22.284701_90.5225_106.038308_blur_downsample/clean.png,research/data/restoration_v2_proxy_pairs/v2_0036_112_46_SSPPWBPXPS_1_3_19_A_Living_114.133194_22.284701_90.5225_106.038308_blur_downsample/distorted.png,research/data/restoration_v2_proxy_pairs/v2_0036_112_46_SSPPWBPXPS_1_3_19_A_Living_114.133194_22.284701_90.5225_106.038308_blur_downsample/mask.png,0.42550223,1.000000,8.144575,train,20260856
v2_0037_156_46_SSPPWBPXPS_1_4_11_B_Living_114.13321_22.284687_68.96_13.981701_smear_warp,SSPPWBPXPS,research/assets/distortion_segmentation_annotation_dataset/for_segmentation/images/156_46_SSPPWBPXPS_1_4_11_B_Living_114.13321_22.284687_68.96_13.981701.png,smear_warp,medium,research/data/restoration_v2_proxy_pairs/v2_0037_156_46_SSPPWBPXPS_1_4_11_B_Living_114.13321_22.284687_68.96_13.981701_smear_warp/clean.png,research/data/restoration_v2_proxy_pairs/v2_0037_156_46_SSPPWBPXPS_1_4_11_B_Living_114.13321_22.284687_68.96_13.981701_smear_warp/distorted.png,research/data/restoration_v2_proxy_pairs/v2_0037_156_46_SSPPWBPXPS_1_4_11_B_Living_114.13321_22.284687_68.96_13.981701_smear_warp/mask.png,0.10871732,0.926019,10.809899,train,20260857
v2_0038_632_30_SKPPWKPEPE_2_39_29_B_Bed_1_114.149802_22.282142_187.365_22.404233_repeat_missing,SKPPWKPEPE,research/assets/distortion_segmentation_annotation_dataset/for_segmentation/images/632_30_SKPPWKPEPE_2_39_29_B_Bed_1_114.149802_22.282142_187.365_22.404233.png,repeat_missing,medium,research/data/restoration_v2_proxy_pairs/v2_0038_632_30_SKPPWKPEPE_2_39_29_B_Bed_1_114.149802_22.282142_187.365_22.404233_repeat_missing/clean.png,research/data/restoration_v2_proxy_pairs/v2_0038_632_30_SKPPWKPEPE_2_39_29_B_Bed_1_114.149802_22.282142_187.365_22.404233_repeat_missing/distorted.png,research/data/restoration_v2_proxy_pairs/v2_0038_632_30_SKPPWKPEPE_2_39_29_B_Bed_1_114.149802_22.282142_187.365_22.404233_repeat_missing/mask.png,0.18702168,0.999980,8.476947,train,20260858
v2_0039_292_32_SKPPWKPXPS_1_8_10_A_MBed_114.145466_22.284032_124.23_8.086824_blur_downsample,SKPPWKPXPS,research/assets/distortion_segmentation_annotation_dataset/for_segmentation/images/292_32_SKPPWKPXPS_1_8_10_A_MBed_114.145466_22.284032_124.23_8.086824.png,blur_downsample,medium,research/data/restoration_v2_proxy_pairs/v2_0039_292_32_SKPPWKPXPS_1_8_10_A_MBed_114.145466_22.284032_124.23_8.086824_blur_downsample/clean.png,research/data/restoration_v2_proxy_pairs/v2_0039_292_32_SKPPWKPXPS_1_8_10_A_MBed_114.145466_22.284032_124.23_8.086824_blur_downsample/distorted.png,research/data/restoration_v2_proxy_pairs/v2_0039_292_32_SKPPWKPXPS_1_8_10_A_MBed_114.145466_22.284032_124.23_8.086824_blur_downsample/mask.png,0.15650909,1.000000,6.854578,train,20260859
v2_0040_120_17_SKPDPPERPE_1_5_18_A_MBed_114.148705_22.280377_199.3485_26.638706_smear_warp,SKPDPPERPE,research/assets/distortion_segmentation_annotation_dataset/for_segmentation/images/120_17_SKPDPPERPE_1_5_18_A_MBed_114.148705_22.280377_199.3485_26.638706.png,smear_warp,large,research/data/restoration_v2_proxy_pairs/v2_0040_120_17_SKPDPPERPE_1_5_18_A_MBed_114.148705_22.280377_199.3485_26.638706_smear_warp/clean.png,research/data/restoration_v2_proxy_pairs/v2_0040_120_17_SKPDPPERPE_1_5_18_A_MBed_114.148705_22.280377_199.3485_26.638706_smear_warp/distorted.png,research/data/restoration_v2_proxy_pairs/v2_0040_120_17_SKPDPPERPE_1_5_18_A_MBed_114.148705_22.280377_199.3485_26.638706_smear_warp/mask.png,0.32738760,1.000000,21.154177,val,20260860
v2_0041_1602_40_SKSSGPYXPE_1_41_7_H_MBed_114.150186_22.281533_127.673_27.006944_repeat_missing,SKSSGPYXPE,research/assets/distortion_segmentation_annotation_dataset/for_segmentation/images/1602_40_SKSSGPYXPE_1_41_7_H_MBed_114.150186_22.281533_127.673_27.006944.png,repeat_missing,medium,research/data/restoration_v2_proxy_pairs/v2_0041_1602_40_SKSSGPYXPE_1_41_7_H_MBed_114.150186_22.281533_127.673_27.006944_repeat_missing/clean.png,research/data/restoration_v2_proxy_pairs/v2_0041_1602_40_SKSSGPYXPE_1_41_7_H_MBed_114.150186_22.281533_127.673_27.006944_repeat_missing/distorted.png,research/data/restoration_v2_proxy_pairs/v2_0041_1602_40_SKSSGPYXPE_1_41_7_H_MBed_114.150186_22.281533_127.673_27.006944_repeat_missing/mask.png,0.10877710,1.000000,49.952547,train,20260861
v2_0042_141_15_SKEYPPEAPE_1_6_11_A_Bed_2_114.148387_22.280512_178.3541_26.803866_blur_downsample,SKEYPPEAPE,research/assets/distortion_segmentation_annotation_dataset/for_segmentation/images/141_15_SKEYPPEAPE_1_6_11_A_Bed_2_114.148387_22.280512_178.3541_26.803866.png,blur_downsample,large,research/data/restoration_v2_proxy_pairs/v2_0042_141_15_SKEYPPEAPE_1_6_11_A_Bed_2_114.148387_22.280512_178.3541_26.803866_blur_downsample/clean.png,research/data/restoration_v2_proxy_pairs/v2_0042_141_15_SKEYPPEAPE_1_6_11_A_Bed_2_114.148387_22.280512_178.3541_26.803866_blur_downsample/distorted.png,research/data/restoration_v2_proxy_pairs/v2_0042_141_15_SKEYPPEAPE_1_6_11_A_Bed_2_114.148387_22.280512_178.3541_26.803866_blur_downsample/mask.png,0.48814174,1.000000,5.505423,train,20260862
v2_0043_594_30_SKPPWKPEPE_2_38_36_B_Living_114.14977_22.282159_207.1184_22.404233_smear_warp,SKPPWKPEPE,research/assets/distortion_segmentation_annotation_dataset/for_segmentation/images/594_30_SKPPWKPEPE_2_38_36_B_Living_114.14977_22.282159_207.1184_22.404233.png,smear_warp,medium,research/data/restoration_v2_proxy_pairs/v2_0043_594_30_SKPPWKPEPE_2_38_36_B_Living_114.14977_22.282159_207.1184_22.404233_smear_warp/clean.png,research/data/restoration_v2_proxy_pairs/v2_0043_594_30_SKPPWKPEPE_2_38_36_B_Living_114.14977_22.282159_207.1184_22.404233_smear_warp/distorted.png,research/data/restoration_v2_proxy_pairs/v2_0043_594_30_SKPPWKPEPE_2_38_36_B_Living_114.14977_22.282159_207.1184_22.404233_smear_warp/mask.png,0.17859136,1.000000,40.932708,train,20260863
v2_0044_632_3_OSRJURUXRU_1_31_15_D_MBed_114.151034_22.279006_186.6848_25.908724_repeat_missing,OSRJURUXRU,research/assets/distortion_segmentation_annotation_dataset/for_segmentation/images/632_3_OSRJURUXRU_1_31_15_D_MBed_114.151034_22.279006_186.6848_25.908724.png,repeat_missing,large,research/data/restoration_v2_proxy_pairs/v2_0044_632_3_OSRJURUXRU_1_31_15_D_MBed_114.151034_22.279006_186.6848_25.908724_repeat_missing/clean.png,research/data/restoration_v2_proxy_pairs/v2_0044_632_3_OSRJURUXRU_1_31_15_D_MBed_114.151034_22.279006_186.6848_25.908724_repeat_missing/distorted.png,research/data/restoration_v2_proxy_pairs/v2_0044_632_3_OSRJURUXRU_1_31_15_D_MBed_114.151034_22.279006_186.6848_25.908724_repeat_missing/mask.png,0.43353396,1.000000,45.028333,train,20260864
v2_0045_10_61_TTNTIHLEHM_1_1_12_A_Bed_1_114.142471_22.284751_80.1817_93.82985_blur_downsample,TTNTIHLEHM,research/assets/distortion_segmentation_annotation_dataset/for_segmentation/images/10_61_TTNTIHLEHM_1_1_12_A_Bed_1_114.142471_22.284751_80.1817_93.82985.png,blur_downsample,small,research/data/restoration_v2_proxy_pairs/v2_0045_10_61_TTNTIHLEHM_1_1_12_A_Bed_1_114.142471_22.284751_80.1817_93.82985_blur_downsample/clean.png,research/data/restoration_v2_proxy_pairs/v2_0045_10_61_TTNTIHLEHM_1_1_12_A_Bed_1_114.142471_22.284751_80.1817_93.82985_blur_downsample/distorted.png,research/data/restoration_v2_proxy_pairs/v2_0045_10_61_TTNTIHLEHM_1_1_12_A_Bed_1_114.142471_22.284751_80.1817_93.82985_blur_downsample/mask.png,0.04085619,0.894997,7.820325,train,20260865
v2_0046_154_44_SSPPWBPEPK_1_12_5_E_Living_114.152442_22.280765_81.88_29.58742_smear_warp,SSPPWBPEPK,research/assets/distortion_segmentation_annotation_dataset/for_segmentation/images/154_44_SSPPWBPEPK_1_12_5_E_Living_114.152442_22.280765_81.88_29.58742.png,smear_warp,medium,research/data/restoration_v2_proxy_pairs/v2_0046_154_44_SSPPWBPEPK_1_12_5_E_Living_114.152442_22.280765_81.88_29.58742_smear_warp/clean.png,research/data/restoration_v2_proxy_pairs/v2_0046_154_44_SSPPWBPEPK_1_12_5_E_Living_114.152442_22.280765_81.88_29.58742_smear_warp/distorted.png,research/data/restoration_v2_proxy_pairs/v2_0046_154_44_SSPPWBPEPK_1_12_5_E_Living_114.152442_22.280765_81.88_29.58742_smear_warp/mask.png,0.08814971,0.998426,25.641947,train,20260866
v2_0047_682_3_OSRJURUXRU_1_33_13_D_Bed_2_114.150999_22.279034_180.8584_25.908724_repeat_missing,OSRJURUXRU,research/assets/distortion_segmentation_annotation_dataset/for_segmentation/images/682_3_OSRJURUXRU_1_33_13_D_Bed_2_114.150999_22.279034_180.8584_25.908724.png,repeat_missing,large,research/data/restoration_v2_proxy_pairs/v2_0047_682_3_OSRJURUXRU_1_33_13_D_Bed_2_114.150999_22.279034_180.8584_25.908724_repeat_missing/clean.png,research/data/restoration_v2_proxy_pairs/v2_0047_682_3_OSRJURUXRU_1_33_13_D_Bed_2_114.150999_22.279034_180.8584_25.908724_repeat_missing/distorted.png,research/data/restoration_v2_proxy_pairs/v2_0047_682_3_OSRJURUXRU_1_33_13_D_Bed_2_114.150999_22.279034_180.8584_25.908724_repeat_missing/mask.png,0.28926180,0.999920,18.453103,train,20260867
v2_0048_174_15_SKEYPPEAPE_1_7_16_A_Living_114.148411_22.280499_193.1044_26.803866_blur_downsample,SKEYPPEAPE,research/assets/distortion_segmentation_annotation_dataset/for_segmentation/images/174_15_SKEYPPEAPE_1_7_16_A_Living_114.148411_22.280499_193.1044_26.803866.png,blur_downsample,medium,research/data/restoration_v2_proxy_pairs/v2_0048_174_15_SKEYPPEAPE_1_7_16_A_Living_114.148411_22.280499_193.1044_26.803866_blur_downsample/clean.png,research/data/restoration_v2_proxy_pairs/v2_0048_174_15_SKEYPPEAPE_1_7_16_A_Living_114.148411_22.280499_193.1044_26.803866_blur_downsample/distorted.png,research/data/restoration_v2_proxy_pairs/v2_0048_174_15_SKEYPPEAPE_1_7_16_A_Living_114.148411_22.280499_193.1044_26.803866_blur_downsample/mask.png,0.14534837,1.000000,9.307281,train,20260868
v2_0049_112_21_SKPPWAPXPS_2_30_11_B_Store_114.140131_22.280469_200.4914_131.817685_smear_warp,SKPPWAPXPS,research/assets/distortion_segmentation_annotation_dataset/for_segmentation/images/112_21_SKPPWAPXPS_2_30_11_B_Store_114.140131_22.280469_200.4914_131.817685.png,smear_warp,large,research/data/restoration_v2_proxy_pairs/v2_0049_112_21_SKPPWAPXPS_2_30_11_B_Store_114.140131_22.280469_200.4914_131.817685_smear_warp/clean.png,research/data/restoration_v2_proxy_pairs/v2_0049_112_21_SKPPWAPXPS_2_30_11_B_Store_114.140131_22.280469_200.4914_131.817685_smear_warp/distorted.png,research/data/restoration_v2_proxy_pairs/v2_0049_112_21_SKPPWAPXPS_2_30_11_B_Store_114.140131_22.280469_200.4914_131.817685_smear_warp/mask.png,0.27417490,1.000000,25.268591,train,20260869
v2_0050_1478_93_TZTNIHIYHM_1_38_31_F_Bed_1_114.149373_22.281923_220.4716_32.133977_repeat_missing,TZTNIHIYHM,research/assets/distortion_segmentation_annotation_dataset/for_segmentation/images/1478_93_TZTNIHIYHM_1_38_31_F_Bed_1_114.149373_22.281923_220.4716_32.133977.png,repeat_missing,large,research/data/restoration_v2_proxy_pairs/v2_0050_1478_93_TZTNIHIYHM_1_38_31_F_Bed_1_114.149373_22.281923_220.4716_32.133977_repeat_missing/clean.png,research/data/restoration_v2_proxy_pairs/v2_0050_1478_93_TZTNIHIYHM_1_38_31_F_Bed_1_114.149373_22.281923_220.4716_32.133977_repeat_missing/distorted.png,research/data/restoration_v2_proxy_pairs/v2_0050_1478_93_TZTNIHIYHM_1_38_31_F_Bed_1_114.149373_22.281923_220.4716_32.133977_repeat_missing/mask.png,0.41703205,0.999940,32.190601,train,20260870
v2_0051_157_15_SKEYPPEAPE_1_6_27_A_Bed_2_114.148387_22.280512_225.6193_26.803866_blur_downsample,SKEYPPEAPE,research/assets/distortion_segmentation_annotation_dataset/for_segmentation/images/157_15_SKEYPPEAPE_1_6_27_A_Bed_2_114.148387_22.280512_225.6193_26.803866.png,blur_downsample,large,research/data/restoration_v2_proxy_pairs/v2_0051_157_15_SKEYPPEAPE_1_6_27_A_Bed_2_114.148387_22.280512_225.6193_26.803866_blur_downsample/clean.png,research/data/restoration_v2_proxy_pairs/v2_0051_157_15_SKEYPPEAPE_1_6_27_A_Bed_2_114.148387_22.280512_225.6193_26.803866_blur_downsample/distorted.png,research/data/restoration_v2_proxy_pairs/v2_0051_157_15_SKEYPPEAPE_1_6_27_A_Bed_2_114.148387_22.280512_225.6193_26.803866_blur_downsample/mask.png,0.39285714,1.000000,10.522254,train,20260871
v2_0052_332_82_TZNITHIOHM_1_108_28_B_Bed_1_114.152057_22.279601_187.481_39.559907_smear_warp,TZNITHIOHM,research/assets/distortion_segmentation_annotation_dataset/for_segmentation/images/332_82_TZNITHIOHM_1_108_28_B_Bed_1_114.152057_22.279601_187.481_39.559907.png,smear_warp,large,research/data/restoration_v2_proxy_pairs/v2_0052_332_82_TZNITHIOHM_1_108_28_B_Bed_1_114.152057_22.279601_187.481_39.559907_smear_warp/clean.png,research/data/restoration_v2_proxy_pairs/v2_0052_332_82_TZNITHIOHM_1_108_28_B_Bed_1_114.152057_22.279601_187.481_39.559907_smear_warp/distorted.png,research/data/restoration_v2_proxy_pairs/v2_0052_332_82_TZNITHIOHM_1_108_28_B_Bed_1_114.152057_22.279601_187.481_39.559907_smear_warp/mask.png,0.41669324,1.000000,38.447022,train,20260872
v2_0053_1537_93_TZTNIHIYHM_1_39_44_F_Bed_2_114.149404_22.281903_256.0967_32.133977_repeat_missing,TZTNIHIYHM,research/assets/distortion_segmentation_annotation_dataset/for_segmentation/images/1537_93_TZTNIHIYHM_1_39_44_F_Bed_2_114.149404_22.281903_256.0967_32.133977.png,repeat_missing,medium,research/data/restoration_v2_proxy_pairs/v2_0053_1537_93_TZTNIHIYHM_1_39_44_F_Bed_2_114.149404_22.281903_256.0967_32.133977_repeat_missing/clean.png,research/data/restoration_v2_proxy_pairs/v2_0053_1537_93_TZTNIHIYHM_1_39_44_F_Bed_2_114.149404_22.281903_256.0967_32.133977_repeat_missing/distorted.png,research/data/restoration_v2_proxy_pairs/v2_0053_1537_93_TZTNIHIYHM_1_39_44_F_Bed_2_114.149404_22.281903_256.0967_32.133977_repeat_missing/mask.png,0.15525351,0.999980,6.122379,train,20260873
v2_0054_1267_40_SKSSGPYXPE_1_32_41_F_MBed_114.150062_22.281714_221.371_26.903593_blur_downsample,SKSSGPYXPE,research/assets/distortion_segmentation_annotation_dataset/for_segmentation/images/1267_40_SKSSGPYXPE_1_32_41_F_MBed_114.150062_22.281714_221.371_26.903593.png,blur_downsample,medium,research/data/restoration_v2_proxy_pairs/v2_0054_1267_40_SKSSGPYXPE_1_32_41_F_MBed_114.150062_22.281714_221.371_26.903593_blur_downsample/clean.png,research/data/restoration_v2_proxy_pairs/v2_0054_1267_40_SKSSGPYXPE_1_32_41_F_MBed_114.150062_22.281714_221.371_26.903593_blur_downsample/distorted.png,research/data/restoration_v2_proxy_pairs/v2_0054_1267_40_SKSSGPYXPE_1_32_41_F_MBed_114.150062_22.281714_221.371_26.903593_blur_downsample/mask.png,0.13735651,1.000000,12.252708,train,20260874
v2_0055_589_87_TZSNTHIAHM_1_22_6_D_MBed_114.153306_22.27957_126.6132_27.165863_smear_warp,TZSNTHIAHM,research/assets/distortion_segmentation_annotation_dataset/for_segmentation/images/589_87_TZSNTHIAHM_1_22_6_D_MBed_114.153306_22.27957_126.6132_27.165863.png,smear_warp,large,research/data/restoration_v2_proxy_pairs/v2_0055_589_87_TZSNTHIAHM_1_22_6_D_MBed_114.153306_22.27957_126.6132_27.165863_smear_warp/clean.png,research/data/restoration_v2_proxy_pairs/v2_0055_589_87_TZSNTHIAHM_1_22_6_D_MBed_114.153306_22.27957_126.6132_27.165863_smear_warp/distorted.png,research/data/restoration_v2_proxy_pairs/v2_0055_589_87_TZSNTHIAHM_1_22_6_D_MBed_114.153306_22.27957_126.6132_27.165863_smear_warp/mask.png,0.47405134,1.000000,26.667732,train,20260875
v2_0056_29_44_SSPPWBPEPK_1_2_6_A_MBed_114.152675_22.280637_83.8254_30.090764_repeat_missing,SSPPWBPEPK,research/assets/distortion_segmentation_annotation_dataset/for_segmentation/images/29_44_SSPPWBPEPK_1_2_6_A_MBed_114.152675_22.280637_83.8254_30.090764.png,repeat_missing,medium,research/data/restoration_v2_proxy_pairs/v2_0056_29_44_SSPPWBPEPK_1_2_6_A_MBed_114.152675_22.280637_83.8254_30.090764_repeat_missing/clean.png,research/data/restoration_v2_proxy_pairs/v2_0056_29_44_SSPPWBPEPK_1_2_6_A_MBed_114.152675_22.280637_83.8254_30.090764_repeat_missing/distorted.png,research/data/restoration_v2_proxy_pairs/v2_0056_29_44_SSPPWBPEPK_1_2_6_A_MBed_114.152675_22.280637_83.8254_30.090764_repeat_missing/mask.png,0.10522959,0.998485,41.156376,train,20260876
v2_0057_112_49_SSPPWDPXPS_1_3_17_A_Bed_1_114.13391_22.285112_86.4546_56.279381_blur_downsample,SSPPWDPXPS,research/assets/distortion_segmentation_annotation_dataset/for_segmentation/images/112_49_SSPPWDPXPS_1_3_17_A_Bed_1_114.13391_22.285112_86.4546_56.279381.png,blur_downsample,medium,research/data/restoration_v2_proxy_pairs/v2_0057_112_49_SSPPWDPXPS_1_3_17_A_Bed_1_114.13391_22.285112_86.4546_56.279381_blur_downsample/clean.png,research/data/restoration_v2_proxy_pairs/v2_0057_112_49_SSPPWDPXPS_1_3_17_A_Bed_1_114.13391_22.285112_86.4546_56.279381_blur_downsample/distorted.png,research/data/restoration_v2_proxy_pairs/v2_0057_112_49_SSPPWDPXPS_1_3_17_A_Bed_1_114.13391_22.285112_86.4546_56.279381_blur_downsample/mask.png,0.16485969,1.000000,16.632697,train,20260877
v2_0058_100_56_SSPPWYPXPS_1_2_58_A_Bed_1_114.133656_22.285514_205.8096_59.74605_smear_warp,SSPPWYPXPS,research/assets/distortion_segmentation_annotation_dataset/for_segmentation/images/100_56_SSPPWYPXPS_1_2_58_A_Bed_1_114.133656_22.285514_205.8096_59.74605.png,smear_warp,medium,research/data/restoration_v2_proxy_pairs/v2_0058_100_56_SSPPWYPXPS_1_2_58_A_Bed_1_114.133656_22.285514_205.8096_59.74605_smear_warp/clean.png,research/data/restoration_v2_proxy_pairs/v2_0058_100_56_SSPPWYPXPS_1_2_58_A_Bed_1_114.133656_22.285514_205.8096_59.74605_smear_warp/distorted.png,research/data/restoration_v2_proxy_pairs/v2_0058_100_56_SSPPWYPXPS_1_2_58_A_Bed_1_114.133656_22.285514_205.8096_59.74605_smear_warp/mask.png,0.08005820,0.999980,45.907891,train,20260878
v2_0059_110_30_SKPPWKPEPE_2_27_47_A_Kitchen_114.149632_22.282049_238.2209_160.310615_repeat_missing,SKPPWKPEPE,research/assets/distortion_segmentation_annotation_dataset/for_segmentation/images/110_30_SKPPWKPEPE_2_27_47_A_Kitchen_114.149632_22.282049_238.2209_160.310615.png,repeat_missing,medium,research/data/restoration_v2_proxy_pairs/v2_0059_110_30_SKPPWKPEPE_2_27_47_A_Kitchen_114.149632_22.282049_238.2209_160.310615_repeat_missing/clean.png,research/data/restoration_v2_proxy_pairs/v2_0059_110_30_SKPPWKPEPE_2_27_47_A_Kitchen_114.149632_22.282049_238.2209_160.310615_repeat_missing/distorted.png,research/data/restoration_v2_proxy_pairs/v2_0059_110_30_SKPPWKPEPE_2_27_47_A_Kitchen_114.149632_22.282049_238.2209_160.310615_repeat_missing/mask.png,0.11049107,1.000000,6.058141,train,20260879
v2_0060_134_11_SKBKBPEAPE_1_4_27_A_Bed_2_114.148876_22.280939_230.59_29.821748_blur_downsample,SKBKBPEAPE,research/assets/distortion_segmentation_annotation_dataset/for_segmentation/images/134_11_SKBKBPEAPE_1_4_27_A_Bed_2_114.148876_22.280939_230.59_29.821748.png,blur_downsample,small,research/data/restoration_v2_proxy_pairs/v2_0060_134_11_SKBKBPEAPE_1_4_27_A_Bed_2_114.148876_22.280939_230.59_29.821748_blur_downsample/clean.png,research/data/restoration_v2_proxy_pairs/v2_0060_134_11_SKBKBPEAPE_1_4_27_A_Bed_2_114.148876_22.280939_230.59_29.821748_blur_downsample/distorted.png,research/data/restoration_v2_proxy_pairs/v2_0060_134_11_SKBKBPEAPE_1_4_27_A_Bed_2_114.148876_22.280939_230.59_29.821748_blur_downsample/mask.png,0.04464286,1.000000,10.476786,train,20260880
v2_0061_650_87_TZSNTHIAHM_1_24_9_D_LivingDining_114.153352_22.279546_135.3114_27.165863_smear_warp,TZSNTHIAHM,research/assets/distortion_segmentation_annotation_dataset/for_segmentation/images/650_87_TZSNTHIAHM_1_24_9_D_LivingDining_114.153352_22.279546_135.3114_27.165863.png,smear_warp,medium,research/data/restoration_v2_proxy_pairs/v2_0061_650_87_TZSNTHIAHM_1_24_9_D_LivingDining_114.153352_22.279546_135.3114_27.165863_smear_warp/clean.png,research/data/restoration_v2_proxy_pairs/v2_0061_650_87_TZSNTHIAHM_1_24_9_D_LivingDining_114.153352_22.279546_135.3114_27.165863_smear_warp/distorted.png,research/data/restoration_v2_proxy_pairs/v2_0061_650_87_TZSNTHIAHM_1_24_9_D_LivingDining_114.153352_22.279546_135.3114_27.165863_smear_warp/mask.png,0.13382892,1.000000,28.953289,train,20260881
