sample_id,source_image,source_mask,source_group,split,kind,crop_x0,crop_y0,crop_x1,crop_y1,clean_path,distorted_path,mask_path,mask_ratio,seed
proxy_028_114_36_SKPPWSPXPE_2_31_13_C_Living_114.146704_22.283476_117.9967_62.292876,research/assets/distortion_segmentation_annotation_dataset/for_segmentation/images/114_36_SKPPWSPXPE_2_31_13_C_Living_114.146704_22.283476_117.9967_62.292876.png,research/assets/distortion_segmentation_annotation_dataset/for_segmentation/mask_for_sam/114_36_SKPPWSPXPE_2_31_13_C_Living_114.146704_22.283476_117.9967_62.292876.png,SKPPWSPXPE,val,missing,194,329,450,585,research/data/open3dhk_proxy_pairs/proxy_028_114_36_SKPPWSPXPE_2_31_13_C_Living_114.146704_22.283476_117.9967_62.292876/clean.png,research/data/open3dhk_proxy_pairs/proxy_028_114_36_SKPPWSPXPE_2_31_13_C_Living_114.146704_22.283476_117.9967_62.292876/distorted.png,research/data/open3dhk_proxy_pairs/proxy_028_114_36_SKPPWSPXPE_2_31_13_C_Living_114.146704_22.283476_117.9967_62.292876/mask.png,0.0297698974609375,20260848
proxy_029_101_52_SSPPWGPXPS_1_3_18_A_Living_114.134043_22.284706_90.5302_151.668641,research/assets/distortion_segmentation_annotation_dataset/for_segmentation/images/101_52_SSPPWGPXPS_1_3_18_A_Living_114.134043_22.284706_90.5302_151.668641.png,research/assets/distortion_segmentation_annotation_dataset/for_segmentation/mask_for_sam/101_52_SSPPWGPXPS_1_3_18_A_Living_114.134043_22.284706_90.5302_151.668641.png,SSPPWGPXPS,train,warp,106,104,362,360,research/data/open3dhk_proxy_pairs/proxy_029_101_52_SSPPWGPXPS_1_3_18_A_Living_114.134043_22.284706_90.5302_151.668641/clean.png,research/data/open3dhk_proxy_pairs/proxy_029_101_52_SSPPWGPXPS_1_3_18_A_Living_114.134043_22.284706_90.5302_151.668641/distorted.png,research/data/open3dhk_proxy_pairs/proxy_029_101_52_SSPPWGPXPS_1_3_18_A_Living_114.134043_22.284706_90.5302_151.668641/mask.png,0.03887939453125,20260849
proxy_030_364_70_TZDXIHXYHM_1_13_17_C_MBed_114.148477_22.281452_188.6929_27.440753,research/assets/distortion_segmentation_annotation_dataset/for_segmentation/images/364_70_TZDXIHXYHM_1_13_17_C_MBed_114.148477_22.281452_188.6929_27.440753.png,research/assets/distortion_segmentation_annotation_dataset/for_segmentation/mask_for_sam/364_70_TZDXIHXYHM_1_13_17_C_MBed_114.148477_22.281452_188.6929_27.440753.png,TZDXIHXYHM,train,blur,253,388,509,644,research/data/open3dhk_proxy_pairs/proxy_030_364_70_TZDXIHXYHM_1_13_17_C_MBed_114.148477_22.281452_188.6929_27.440753/clean.png,research/data/open3dhk_proxy_pairs/proxy_030_364_70_TZDXIHXYHM_1_13_17_C_MBed_114.148477_22.281452_188.6929_27.440753/distorted.png,research/data/open3dhk_proxy_pairs/proxy_030_364_70_TZDXIHXYHM_1_13_17_C_MBed_114.148477_22.281452_188.6929_27.440753/mask.png,0.079345703125,20260850
proxy_031_121_46_SSPPWBPXPS_1_3_28_A_Living_114.133194_22.284701_116.4567_106.038308,research/assets/distortion_segmentation_annotation_dataset/for_segmentation/images/121_46_SSPPWBPXPS_1_3_28_A_Living_114.133194_22.284701_116.4567_106.038308.png,research/assets/distortion_segmentation_annotation_dataset/for_segmentation/mask_for_sam/121_46_SSPPWBPXPS_1_3_28_A_Living_114.133194_22.284701_116.4567_106.038308.png,SSPPWBPXPS,train,downsample,101,588,357,844,research/data/open3dhk_proxy_pairs/proxy_031_121_46_SSPPWBPXPS_1_3_28_A_Living_114.133194_22.284701_116.4567_106.038308/clean.png,research/data/open3dhk_proxy_pairs/proxy_031_121_46_SSPPWBPXPS_1_3_28_A_Living_114.133194_22.284701_116.4567_106.038308/distorted.png,research/data/open3dhk_proxy_pairs/proxy_031_121_46_SSPPWBPXPS_1_3_28_A_Living_114.133194_22.284701_116.4567_106.038308/mask.png,0.0347900390625,20260851
proxy_032_1325_56_SSPPWYPXPS_1_26_11_G_Living_114.133475_22.285613_69.74_14.049906,research/assets/distortion_segmentation_annotation_dataset/for_segmentation/images/1325_56_SSPPWYPXPS_1_26_11_G_Living_114.133475_22.285613_69.74_14.049906.png,research/assets/distortion_segmentation_annotation_dataset/for_segmentation/mask_for_sam/1325_56_SSPPWYPXPS_1_26_11_G_Living_114.133475_22.285613_69.74_14.049906.png,SSPPWYPXPS,train,smear,284,12,540,268,research/data/open3dhk_proxy_pairs/proxy_032_1325_56_SSPPWYPXPS_1_26_11_G_Living_114.133475_22.285613_69.74_14.049906/clean.png,research/data/open3dhk_proxy_pairs/proxy_032_1325_56_SSPPWYPXPS_1_26_11_G_Living_114.133475_22.285613_69.74_14.049906/distorted.png,research/data/open3dhk_proxy_pairs/proxy_032_1325_56_SSPPWYPXPS_1_26_11_G_Living_114.133475_22.285613_69.74_14.049906/mask.png,0.06500244140625,20260852
proxy_033_12_38_SKPPWYPEPE_3_13_5_A_AC_114.140979_22.280826_165.51_149.155657,research/assets/distortion_segmentation_annotation_dataset/for_segmentation/images/12_38_SKPPWYPEPE_3_13_5_A_AC_114.140979_22.280826_165.51_149.155657.png,research/assets/distortion_segmentation_annotation_dataset/for_segmentation/mask_for_sam/12_38_SKPPWYPEPE_3_13_5_A_AC_114.140979_22.280826_165.51_149.155657.png,SKPPWYPEPE,train,repeat,367,519,623,775,research/data/open3dhk_proxy_pairs/proxy_033_12_38_SKPPWYPEPE_3_13_5_A_AC_114.140979_22.280826_165.51_149.155657/clean.png,research/data/open3dhk_proxy_pairs/proxy_033_12_38_SKPPWYPEPE_3_13_5_A_AC_114.140979_22.280826_165.51_149.155657/distorted.png,research/data/open3dhk_proxy_pairs/proxy_033_12_38_SKPPWYPEPE_3_13_5_A_AC_114.140979_22.280826_165.51_149.155657/mask.png,0.0459136962890625,20260853
proxy_034_666_87_TZSNTHIAHM_1_24_25_D_LivingDining_114.153352_22.279546_181.8143_27.165863,research/assets/distortion_segmentation_annotation_dataset/for_segmentation/images/666_87_TZSNTHIAHM_1_24_25_D_LivingDining_114.153352_22.279546_181.8143_27.165863.png,research/assets/distortion_segmentation_annotation_dataset/for_segmentation/mask_for_sam/666_87_TZSNTHIAHM_1_24_25_D_LivingDining_114.153352_22.279546_181.8143_27.165863.png,TZSNTHIAHM,train,missing,109,360,365,616,research/data/open3dhk_proxy_pairs/proxy_034_666_87_TZSNTHIAHM_1_24_25_D_LivingDining_114.153352_22.279546_181.8143_27.165863/clean.png,research/data/open3dhk_proxy_pairs/proxy_034_666_87_TZSNTHIAHM_1_24_25_D_LivingDining_114.153352_22.279546_181.8143_27.165863/distorted.png,research/data/open3dhk_proxy_pairs/proxy_034_666_87_TZSNTHIAHM_1_24_25_D_LivingDining_114.153352_22.279546_181.8143_27.165863/mask.png,0.016754150390625,20260854
proxy_035_1501_93_TZTNIHIYHM_1_39_8_F_Bed_2_114.149404_22.281903_157.1767_32.133977,research/assets/distortion_segmentation_annotation_dataset/for_segmentation/images/1501_93_TZTNIHIYHM_1_39_8_F_Bed_2_114.149404_22.281903_157.1767_32.133977.png,research/assets/distortion_segmentation_annotation_dataset/for_segmentation/mask_for_sam/1501_93_TZTNIHIYHM_1_39_8_F_Bed_2_114.149404_22.281903_157.1767_32.133977.png,TZTNIHIYHM,val,warp,125,149,381,405,research/data/open3dhk_proxy_pairs/proxy_035_1501_93_TZTNIHIYHM_1_39_8_F_Bed_2_114.149404_22.281903_157.1767_32.133977/clean.png,research/data/open3dhk_proxy_pairs/proxy_035_1501_93_TZTNIHIYHM_1_39_8_F_Bed_2_114.149404_22.281903_157.1767_32.133977/distorted.png,research/data/open3dhk_proxy_pairs/proxy_035_1501_93_TZTNIHIYHM_1_39_8_F_Bed_2_114.149404_22.281903_157.1767_32.133977/mask.png,0.040496826171875,20260855
proxy_036_571_30_SKPPWKPEPE_2_38_13_B_Living_114.14977_22.282159_142.1486_22.404233,research/assets/distortion_segmentation_annotation_dataset/for_segmentation/images/571_30_SKPPWKPEPE_2_38_13_B_Living_114.14977_22.282159_142.1486_22.404233.png,research/assets/distortion_segmentation_annotation_dataset/for_segmentation/mask_for_sam/571_30_SKPPWKPEPE_2_38_13_B_Living_114.14977_22.282159_142.1486_22.404233.png,SKPPWKPEPE,val,blur,411,6,667,262,research/data/open3dhk_proxy_pairs/proxy_036_571_30_SKPPWKPEPE_2_38_13_B_Living_114.14977_22.282159_142.1486_22.404233/clean.png,research/data/open3dhk_proxy_pairs/proxy_036_571_30_SKPPWKPEPE_2_38_13_B_Living_114.14977_22.282159_142.1486_22.404233/distorted.png,research/data/open3dhk_proxy_pairs/proxy_036_571_30_SKPPWKPEPE_2_38_13_B_Living_114.14977_22.282159_142.1486_22.404233/mask.png,0.0565948486328125,20260856
proxy_037_334_4_OSRRQRUXOU_1_110_1_D_Bed_2_114.150701_22.279246_166.77_131.407626,research/assets/distortion_segmentation_annotation_dataset/for_segmentation/images/334_4_OSRRQRUXOU_1_110_1_D_Bed_2_114.150701_22.279246_166.77_131.407626.png,research/assets/distortion_segmentation_annotation_dataset/for_segmentation/mask_for_sam/334_4_OSRRQRUXOU_1_110_1_D_Bed_2_114.150701_22.279246_166.77_131.407626.png,OSRRQRUXOU,train,downsample,111,14,367,270,research/data/open3dhk_proxy_pairs/proxy_037_334_4_OSRRQRUXOU_1_110_1_D_Bed_2_114.150701_22.279246_166.77_131.407626/clean.png,research/data/open3dhk_proxy_pairs/proxy_037_334_4_OSRRQRUXOU_1_110_1_D_Bed_2_114.150701_22.279246_166.77_131.407626/distorted.png,research/data/open3dhk_proxy_pairs/proxy_037_334_4_OSRRQRUXOU_1_110_1_D_Bed_2_114.150701_22.279246_166.77_131.407626/mask.png,0.077484130859375,20260857
proxy_038_121_85_TZSITHMXHM_1_11_2_2_Bed_1_114.152023_22.27867_159.01_37.628964,research/assets/distortion_segmentation_annotation_dataset/for_segmentation/images/121_85_TZSITHMXHM_1_11_2_2_Bed_1_114.152023_22.27867_159.01_37.628964.png,research/assets/distortion_segmentation_annotation_dataset/for_segmentation/mask_for_sam/121_85_TZSITHMXHM_1_11_2_2_Bed_1_114.152023_22.27867_159.01_37.628964.png,TZSITHMXHM,train,smear,320,271,576,527,research/data/open3dhk_proxy_pairs/proxy_038_121_85_TZSITHMXHM_1_11_2_2_Bed_1_114.152023_22.27867_159.01_37.628964/clean.png,research/data/open3dhk_proxy_pairs/proxy_038_121_85_TZSITHMXHM_1_11_2_2_Bed_1_114.152023_22.27867_159.01_37.628964/distorted.png,research/data/open3dhk_proxy_pairs/proxy_038_121_85_TZSITHMXHM_1_11_2_2_Bed_1_114.152023_22.27867_159.01_37.628964/mask.png,0.0487518310546875,20260858
proxy_039_481_48_SSPPWDPXPE_1_14_1_C_Living_114.143066_22.284719_71.05_2.908905,research/assets/distortion_segmentation_annotation_dataset/for_segmentation/images/481_48_SSPPWDPXPE_1_14_1_C_Living_114.143066_22.284719_71.05_2.908905.png,research/assets/distortion_segmentation_annotation_dataset/for_segmentation/mask_for_sam/481_48_SSPPWDPXPE_1_14_1_C_Living_114.143066_22.284719_71.05_2.908905.png,SSPPWDPXPE,train,repeat,294,167,550,423,research/data/open3dhk_proxy_pairs/proxy_039_481_48_SSPPWDPXPE_1_14_1_C_Living_114.143066_22.284719_71.05_2.908905/clean.png,research/data/open3dhk_proxy_pairs/proxy_039_481_48_SSPPWDPXPE_1_14_1_C_Living_114.143066_22.284719_71.05_2.908905/distorted.png,research/data/open3dhk_proxy_pairs/proxy_039_481_48_SSPPWDPXPE_1_14_1_C_Living_114.143066_22.284719_71.05_2.908905/mask.png,0.085357666015625,20260859
proxy_040_100_35_SKPPWSPEPE_2_26_12_A_MBed_114.147035_22.281469_202.9475_70.278275,research/assets/distortion_segmentation_annotation_dataset/for_segmentation/images/100_35_SKPPWSPEPE_2_26_12_A_MBed_114.147035_22.281469_202.9475_70.278275.png,research/assets/distortion_segmentation_annotation_dataset/for_segmentation/mask_for_sam/100_35_SKPPWSPEPE_2_26_12_A_MBed_114.147035_22.281469_202.9475_70.278275.png,SKPPWSPEPE,train,missing,547,82,803,338,research/data/open3dhk_proxy_pairs/proxy_040_100_35_SKPPWSPEPE_2_26_12_A_MBed_114.147035_22.281469_202.9475_70.278275/clean.png,research/data/open3dhk_proxy_pairs/proxy_040_100_35_SKPPWSPEPE_2_26_12_A_MBed_114.147035_22.281469_202.9475_70.278275/distorted.png,research/data/open3dhk_proxy_pairs/proxy_040_100_35_SKPPWSPEPE_2_26_12_A_MBed_114.147035_22.281469_202.9475_70.278275/mask.png,0.0473785400390625,20260860
proxy_041_834_81_TZMNIHIXHM_1_21_40_C_Bath_2_114.149327_22.281565_243.55_31.922153,research/assets/distortion_segmentation_annotation_dataset/for_segmentation/images/834_81_TZMNIHIXHM_1_21_40_C_Bath_2_114.149327_22.281565_243.55_31.922153.png,research/assets/distortion_segmentation_annotation_dataset/for_segmentation/mask_for_sam/834_81_TZMNIHIXHM_1_21_40_C_Bath_2_114.149327_22.281565_243.55_31.922153.png,TZMNIHIXHM,train,warp,244,217,500,473,research/data/open3dhk_proxy_pairs/proxy_041_834_81_TZMNIHIXHM_1_21_40_C_Bath_2_114.149327_22.281565_243.55_31.922153/clean.png,research/data/open3dhk_proxy_pairs/proxy_041_834_81_TZMNIHIXHM_1_21_40_C_Bath_2_114.149327_22.281565_243.55_31.922153/distorted.png,research/data/open3dhk_proxy_pairs/proxy_041_834_81_TZMNIHIXHM_1_21_40_C_Bath_2_114.149327_22.281565_243.55_31.922153/mask.png,0.06500244140625,20260861
proxy_042_124_62_TTSDZHIVHT_1_8_19_B_MBed_114.132182_22.282427_117.61_60.421978,research/assets/distortion_segmentation_annotation_dataset/for_segmentation/images/124_62_TTSDZHIVHT_1_8_19_B_MBed_114.132182_22.282427_117.61_60.421978.png,research/assets/distortion_segmentation_annotation_dataset/for_segmentation/mask_for_sam/124_62_TTSDZHIVHT_1_8_19_B_MBed_114.132182_22.282427_117.61_60.421978.png,TTSDZHIVHT,train,blur,224,576,480,832,research/data/open3dhk_proxy_pairs/proxy_042_124_62_TTSDZHIVHT_1_8_19_B_MBed_114.132182_22.282427_117.61_60.421978/clean.png,research/data/open3dhk_proxy_pairs/proxy_042_124_62_TTSDZHIVHT_1_8_19_B_MBed_114.132182_22.282427_117.61_60.421978/distorted.png,research/data/open3dhk_proxy_pairs/proxy_042_124_62_TTSDZHIVHT_1_8_19_B_MBed_114.132182_22.282427_117.61_60.421978/mask.png,0.036346435546875,20260862
proxy_043_110_29_SKPPWGPEPE_2_236_33_A_Kitchen_114.150148_22.282357_193.9733_101.323709,research/assets/distortion_segmentation_annotation_dataset/for_segmentation/images/110_29_SKPPWGPEPE_2_236_33_A_Kitchen_114.150148_22.282357_193.9733_101.323709.png,research/assets/distortion_segmentation_annotation_dataset/for_segmentation/mask_for_sam/110_29_SKPPWGPEPE_2_236_33_A_Kitchen_114.150148_22.282357_193.9733_101.323709.png,SKPPWGPEPE,val,downsample,548,302,804,558,research/data/open3dhk_proxy_pairs/proxy_043_110_29_SKPPWGPEPE_2_236_33_A_Kitchen_114.150148_22.282357_193.9733_101.323709/clean.png,research/data/open3dhk_proxy_pairs/proxy_043_110_29_SKPPWGPEPE_2_236_33_A_Kitchen_114.150148_22.282357_193.9733_101.323709/distorted.png,research/data/open3dhk_proxy_pairs/proxy_043_110_29_SKPPWGPEPE_2_236_33_A_Kitchen_114.150148_22.282357_193.9733_101.323709/mask.png,0.053863525390625,20260863
proxy_044_334_58_TTISTHHXHM_1_13_24_D_Bath_114.140912_22.284518_125.0404_92.428764,research/assets/distortion_segmentation_annotation_dataset/for_segmentation/images/334_58_TTISTHHXHM_1_13_24_D_Bath_114.140912_22.284518_125.0404_92.428764.png,research/assets/distortion_segmentation_annotation_dataset/for_segmentation/mask_for_sam/334_58_TTISTHHXHM_1_13_24_D_Bath_114.140912_22.284518_125.0404_92.428764.png,TTISTHHXHM,train,smear,3,102,259,358,research/data/open3dhk_proxy_pairs/proxy_044_334_58_TTISTHHXHM_1_13_24_D_Bath_114.140912_22.284518_125.0404_92.428764/clean.png,research/data/open3dhk_proxy_pairs/proxy_044_334_58_TTISTHHXHM_1_13_24_D_Bath_114.140912_22.284518_125.0404_92.428764/distorted.png,research/data/open3dhk_proxy_pairs/proxy_044_334_58_TTISTHHXHM_1_13_24_D_Bath_114.140912_22.284518_125.0404_92.428764/mask.png,0.0250244140625,20260864
proxy_045_292_32_SKPPWKPXPS_1_8_10_A_MBed_114.145466_22.284032_124.23_8.086824,research/assets/distortion_segmentation_annotation_dataset/for_segmentation/images/292_32_SKPPWKPXPS_1_8_10_A_MBed_114.145466_22.284032_124.23_8.086824.png,research/assets/distortion_segmentation_annotation_dataset/for_segmentation/mask_for_sam/292_32_SKPPWKPXPS_1_8_10_A_MBed_114.145466_22.284032_124.23_8.086824.png,SKPPWKPXPS,train,repeat,397,425,653,681,research/data/open3dhk_proxy_pairs/proxy_045_292_32_SKPPWKPXPS_1_8_10_A_MBed_114.145466_22.284032_124.23_8.086824/clean.png,research/data/open3dhk_proxy_pairs/proxy_045_292_32_SKPPWKPXPS_1_8_10_A_MBed_114.145466_22.284032_124.23_8.086824/distorted.png,research/data/open3dhk_proxy_pairs/proxy_045_292_32_SKPPWKPXPS_1_8_10_A_MBed_114.145466_22.284032_124.23_8.086824/mask.png,0.057159423828125,20260865
proxy_046_112_21_SKPPWAPXPS_2_30_11_B_Store_114.140131_22.280469_200.4914_131.817685,research/assets/distortion_segmentation_annotation_dataset/for_segmentation/images/112_21_SKPPWAPXPS_2_30_11_B_Store_114.140131_22.280469_200.4914_131.817685.png,research/assets/distortion_segmentation_annotation_dataset/for_segmentation/mask_for_sam/112_21_SKPPWAPXPS_2_30_11_B_Store_114.140131_22.280469_200.4914_131.817685.png,SKPPWAPXPS,train,missing,108,207,364,463,research/data/open3dhk_proxy_pairs/proxy_046_112_21_SKPPWAPXPS_2_30_11_B_Store_114.140131_22.280469_200.4914_131.817685/clean.png,research/data/open3dhk_proxy_pairs/proxy_046_112_21_SKPPWAPXPS_2_30_11_B_Store_114.140131_22.280469_200.4914_131.817685/distorted.png,research/data/open3dhk_proxy_pairs/proxy_046_112_21_SKPPWAPXPS_2_30_11_B_Store_114.140131_22.280469_200.4914_131.817685/mask.png,0.085357666015625,20260866
proxy_047_126_27_SKPPWEPXPE_2_32_17_B_Living_114.146829_22.283221_127.9217_4.44512,research/assets/distortion_segmentation_annotation_dataset/for_segmentation/images/126_27_SKPPWEPXPE_2_32_17_B_Living_114.146829_22.283221_127.9217_4.44512.png,research/assets/distortion_segmentation_annotation_dataset/for_segmentation/mask_for_sam/126_27_SKPPWEPXPE_2_32_17_B_Living_114.146829_22.283221_127.9217_4.44512.png,SKPPWEPXPE,val,warp,596,616,852,872,research/data/open3dhk_proxy_pairs/proxy_047_126_27_SKPPWEPXPE_2_32_17_B_Living_114.146829_22.283221_127.9217_4.44512/clean.png,research/data/open3dhk_proxy_pairs/proxy_047_126_27_SKPPWEPXPE_2_32_17_B_Living_114.146829_22.283221_127.9217_4.44512/distorted.png,research/data/open3dhk_proxy_pairs/proxy_047_126_27_SKPPWEPXPE_2_32_17_B_Living_114.146829_22.283221_127.9217_4.44512/mask.png,0.0428466796875,20260867
proxy_048_112_49_SSPPWDPXPS_1_3_17_A_Bed_1_114.13391_22.285112_86.4546_56.279381,research/assets/distortion_segmentation_annotation_dataset/for_segmentation/images/112_49_SSPPWDPXPS_1_3_17_A_Bed_1_114.13391_22.285112_86.4546_56.279381.png,research/assets/distortion_segmentation_annotation_dataset/for_segmentation/mask_for_sam/112_49_SSPPWDPXPS_1_3_17_A_Bed_1_114.13391_22.285112_86.4546_56.279381.png,SSPPWDPXPS,train,blur,413,188,669,444,research/data/open3dhk_proxy_pairs/proxy_048_112_49_SSPPWDPXPS_1_3_17_A_Bed_1_114.13391_22.285112_86.4546_56.279381/clean.png,research/data/open3dhk_proxy_pairs/proxy_048_112_49_SSPPWDPXPS_1_3_17_A_Bed_1_114.13391_22.285112_86.4546_56.279381/distorted.png,research/data/open3dhk_proxy_pairs/proxy_048_112_49_SSPPWDPXPS_1_3_17_A_Bed_1_114.13391_22.285112_86.4546_56.279381/mask.png,0.05938720703125,20260868
proxy_049_11_5_OSRRQRUXUU_1_2_1_A_Bed_1_114.150575_22.279639_166.89_43.994572,research/assets/distortion_segmentation_annotation_dataset/for_segmentation/images/11_5_OSRRQRUXUU_1_2_1_A_Bed_1_114.150575_22.279639_166.89_43.994572.png,research/assets/distortion_segmentation_annotation_dataset/for_segmentation/mask_for_sam/11_5_OSRRQRUXUU_1_2_1_A_Bed_1_114.150575_22.279639_166.89_43.994572.png,OSRRQRUXUU,val,downsample,256,59,512,315,research/data/open3dhk_proxy_pairs/proxy_049_11_5_OSRRQRUXUU_1_2_1_A_Bed_1_114.150575_22.279639_166.89_43.994572/clean.png,research/data/open3dhk_proxy_pairs/proxy_049_11_5_OSRRQRUXUU_1_2_1_A_Bed_1_114.150575_22.279639_166.89_43.994572/distorted.png,research/data/open3dhk_proxy_pairs/proxy_049_11_5_OSRRQRUXUU_1_2_1_A_Bed_1_114.150575_22.279639_166.89_43.994572/mask.png,0.04876708984375,20260869
