R1_NAFNet_path,R2_LaMa_path,degradation,input_path,mask_path,outside_allowed_max,r1_runtime_sec,r2_crop,r2_resized,r2_runtime_sec,sample_id,split,target_path
research\outputs\restoration_v2\real_results\proxy\v2_0025_168_15_SKEYPPEAPE_1_7_10_A_Living_114.148411_22.280499_175.5_26.803866_smear_warp\R1_NAFNet.png,research\outputs\restoration_v2\real_results\proxy\v2_0025_168_15_SKEYPPEAPE_1_7_10_A_Living_114.148411_22.280499_175.5_26.803866_smear_warp\R2_LaMa.png,smear_warp,research/data/restoration_v2_proxy_pairs/v2_0025_168_15_SKEYPPEAPE_1_7_10_A_Living_114.148411_22.280499_175.5_26.803866_smear_warp/distorted.png,research/data/restoration_v2_proxy_pairs/v2_0025_168_15_SKEYPPEAPE_1_7_10_A_Living_114.148411_22.280499_175.5_26.803866_smear_warp/mask.png,0,0.0371,"[70, 41, 224, 224]",False,0.1501,v2_0025_168_15_SKEYPPEAPE_1_7_10_A_Living_114.148411_22.280499_175.5_26.803866_smear_warp,train,research/data/restoration_v2_proxy_pairs/v2_0025_168_15_SKEYPPEAPE_1_7_10_A_Living_114.148411_22.280499_175.5_26.803866_smear_warp/clean.png
research\outputs\restoration_v2\real_results\proxy\v2_0026_110_29_SKPPWGPEPE_2_236_33_A_Kitchen_114.150148_22.282357_193.9733_101.323709_repeat_missing\R1_NAFNet.png,research\outputs\restoration_v2\real_results\proxy\v2_0026_110_29_SKPPWGPEPE_2_236_33_A_Kitchen_114.150148_22.282357_193.9733_101.323709_repeat_missing\R2_LaMa.png,repeat_missing,research/data/restoration_v2_proxy_pairs/v2_0026_110_29_SKPPWGPEPE_2_236_33_A_Kitchen_114.150148_22.282357_193.9733_101.323709_repeat_missing/distorted.png,research/data/restoration_v2_proxy_pairs/v2_0026_110_29_SKPPWGPEPE_2_236_33_A_Kitchen_114.150148_22.282357_193.9733_101.323709_repeat_missing/mask.png,0,0.0341,"[0, 0, 224, 224]",False,0.0686,v2_0026_110_29_SKPPWGPEPE_2_236_33_A_Kitchen_114.150148_22.282357_193.9733_101.323709_repeat_missing,train,research/data/restoration_v2_proxy_pairs/v2_0026_110_29_SKPPWGPEPE_2_236_33_A_Kitchen_114.150148_22.282357_193.9733_101.323709_repeat_missing/clean.png
research\outputs\restoration_v2\real_results\proxy\v2_0027_111_56_SSPPWYPXPS_1_3_16_A_Bed_2_114.133626_22.285476_83.5121_151.72097_blur_downsample\R1_NAFNet.png,research\outputs\restoration_v2\real_results\proxy\v2_0027_111_56_SSPPWYPXPS_1_3_16_A_Bed_2_114.133626_22.285476_83.5121_151.72097_blur_downsample\R2_LaMa.png,blur_downsample,research/data/restoration_v2_proxy_pairs/v2_0027_111_56_SSPPWYPXPS_1_3_16_A_Bed_2_114.133626_22.285476_83.5121_151.72097_blur_downsample/distorted.png,research/data/restoration_v2_proxy_pairs/v2_0027_111_56_SSPPWYPXPS_1_3_16_A_Bed_2_114.133626_22.285476_83.5121_151.72097_blur_downsample/mask.png,0,0.0400,"[0, 0, 157, 224]",False,0.1565,v2_0027_111_56_SSPPWYPXPS_1_3_16_A_Bed_2_114.133626_22.285476_83.5121_151.72097_blur_downsample,train,research/data/restoration_v2_proxy_pairs/v2_0027_111_56_SSPPWYPXPS_1_3_16_A_Bed_2_114.133626_22.285476_83.5121_151.72097_blur_downsample/clean.png
research\outputs\restoration_v2\real_results\proxy\v2_0028_132_10_SKADBPYRPE_3_24_27_A_Bed_2_114.149299_22.282747_149.38_124.207392_smear_warp\R1_NAFNet.png,research\outputs\restoration_v2\real_results\proxy\v2_0028_132_10_SKADBPYRPE_3_24_27_A_Bed_2_114.149299_22.282747_149.38_124.207392_smear_warp\R2_LaMa.png,smear_warp,research/data/restoration_v2_proxy_pairs/v2_0028_132_10_SKADBPYRPE_3_24_27_A_Bed_2_114.149299_22.282747_149.38_124.207392_smear_warp/distorted.png,research/data/restoration_v2_proxy_pairs/v2_0028_132_10_SKADBPYRPE_3_24_27_A_Bed_2_114.149299_22.282747_149.38_124.207392_smear_warp/mask.png,0,0.0367,"[0, 56, 168, 224]",False,0.1558,v2_0028_132_10_SKADBPYRPE_3_24_27_A_Bed_2_114.149299_22.282747_149.38_124.207392_smear_warp,train,research/data/restoration_v2_proxy_pairs/v2_0028_132_10_SKADBPYRPE_3_24_27_A_Bed_2_114.149299_22.282747_149.38_124.207392_smear_warp/clean.png
research\outputs\restoration_v2\real_results\proxy\v2_0029_10_62_TTSDZHIVHT_1_3_15_A_Living_114.13213_22.282362_106.55_60.14074_repeat_missing\R1_NAFNet.png,research\outputs\restoration_v2\real_results\proxy\v2_0029_10_62_TTSDZHIVHT_1_3_15_A_Living_114.13213_22.282362_106.55_60.14074_repeat_missing\R2_LaMa.png,repeat_missing,research/data/restoration_v2_proxy_pairs/v2_0029_10_62_TTSDZHIVHT_1_3_15_A_Living_114.13213_22.282362_106.55_60.14074_repeat_missing/distorted.png,research/data/restoration_v2_proxy_pairs/v2_0029_10_62_TTSDZHIVHT_1_3_15_A_Living_114.13213_22.282362_106.55_60.14074_repeat_missing/mask.png,0,0.0362,"[0, 0, 224, 224]",False,0.0457,v2_0029_10_62_TTSDZHIVHT_1_3_15_A_Living_114.13213_22.282362_106.55_60.14074_repeat_missing,train,research/data/restoration_v2_proxy_pairs/v2_0029_10_62_TTSDZHIVHT_1_3_15_A_Living_114.13213_22.282362_106.55_60.14074_repeat_missing/clean.png
research\outputs\restoration_v2\real_results\proxy\v2_0030_62_15_SKEYPPEAPE_1_3_16_A_MBath_114.148332_22.280509_193.6089_21.22964_blur_downsample\R1_NAFNet.png,research\outputs\restoration_v2\real_results\proxy\v2_0030_62_15_SKEYPPEAPE_1_3_16_A_MBath_114.148332_22.280509_193.6089_21.22964_blur_downsample\R2_LaMa.png,blur_downsample,research/data/restoration_v2_proxy_pairs/v2_0030_62_15_SKEYPPEAPE_1_3_16_A_MBath_114.148332_22.280509_193.6089_21.22964_blur_downsample/distorted.png,research/data/restoration_v2_proxy_pairs/v2_0030_62_15_SKEYPPEAPE_1_3_16_A_MBath_114.148332_22.280509_193.6089_21.22964_blur_downsample/mask.png,0,0.0349,"[0, 0, 224, 224]",False,0.0491,v2_0030_62_15_SKEYPPEAPE_1_3_16_A_MBath_114.148332_22.280509_193.6089_21.22964_blur_downsample,train,research/data/restoration_v2_proxy_pairs/v2_0030_62_15_SKEYPPEAPE_1_3_16_A_MBath_114.148332_22.280509_193.6089_21.22964_blur_downsample/clean.png
research\outputs\restoration_v2\real_results\proxy\v2_0031_0_71_TZDZTHIRHM_1_1_1_A_Bed_1_114.153639_22.279091_112.16_120.795753_smear_warp\R1_NAFNet.png,research\outputs\restoration_v2\real_results\proxy\v2_0031_0_71_TZDZTHIRHM_1_1_1_A_Bed_1_114.153639_22.279091_112.16_120.795753_smear_warp\R2_LaMa.png,smear_warp,research/data/restoration_v2_proxy_pairs/v2_0031_0_71_TZDZTHIRHM_1_1_1_A_Bed_1_114.153639_22.279091_112.16_120.795753_smear_warp/distorted.png,research/data/restoration_v2_proxy_pairs/v2_0031_0_71_TZDZTHIRHM_1_1_1_A_Bed_1_114.153639_22.279091_112.16_120.795753_smear_warp/mask.png,0,0.0369,"[0, 0, 215, 194]",False,0.0439,v2_0031_0_71_TZDZTHIRHM_1_1_1_A_Bed_1_114.153639_22.279091_112.16_120.795753_smear_warp,val,research/data/restoration_v2_proxy_pairs/v2_0031_0_71_TZDZTHIRHM_1_1_1_A_Bed_1_114.153639_22.279091_112.16_120.795753_smear_warp/clean.png
research\outputs\restoration_v2\real_results\proxy\v2_0032_152_10_SKADBPYRPE_3_25_28_A_Bed_2_114.149297_22.282768_152.26_30.57121_repeat_missing\R1_NAFNet.png,research\outputs\restoration_v2\real_results\proxy\v2_0032_152_10_SKADBPYRPE_3_25_28_A_Bed_2_114.149297_22.282768_152.26_30.57121_repeat_missing\R2_LaMa.png,repeat_missing,research/data/restoration_v2_proxy_pairs/v2_0032_152_10_SKADBPYRPE_3_25_28_A_Bed_2_114.149297_22.282768_152.26_30.57121_repeat_missing/distorted.png,research/data/restoration_v2_proxy_pairs/v2_0032_152_10_SKADBPYRPE_3_25_28_A_Bed_2_114.149297_22.282768_152.26_30.57121_repeat_missing/mask.png,0,0.0337,"[0, 0, 224, 224]",False,0.0465,v2_0032_152_10_SKADBPYRPE_3_25_28_A_Bed_2_114.149297_22.282768_152.26_30.57121_repeat_missing,train,research/data/restoration_v2_proxy_pairs/v2_0032_152_10_SKADBPYRPE_3_25_28_A_Bed_2_114.149297_22.282768_152.26_30.57121_repeat_missing/clean.png
research\outputs\restoration_v2\real_results\proxy\v2_0033_65_15_SKEYPPEAPE_1_3_19_A_MBath_114.148332_22.280509_202.4233_21.22964_blur_downsample\R1_NAFNet.png,research\outputs\restoration_v2\real_results\proxy\v2_0033_65_15_SKEYPPEAPE_1_3_19_A_MBath_114.148332_22.280509_202.4233_21.22964_blur_downsample\R2_LaMa.png,blur_downsample,research/data/restoration_v2_proxy_pairs/v2_0033_65_15_SKEYPPEAPE_1_3_19_A_MBath_114.148332_22.280509_202.4233_21.22964_blur_downsample/distorted.png,research/data/restoration_v2_proxy_pairs/v2_0033_65_15_SKEYPPEAPE_1_3_19_A_MBath_114.148332_22.280509_202.4233_21.22964_blur_downsample/mask.png,0,0.0435,"[0, 0, 224, 224]",False,0.0594,v2_0033_65_15_SKEYPPEAPE_1_3_19_A_MBath_114.148332_22.280509_202.4233_21.22964_blur_downsample,train,research/data/restoration_v2_proxy_pairs/v2_0033_65_15_SKEYPPEAPE_1_3_19_A_MBath_114.148332_22.280509_202.4233_21.22964_blur_downsample/clean.png
research\outputs\restoration_v2\real_results\proxy\v2_0034_590_2_OSJDFRJRRU_1_20_31_F_Bed_1_114.150753_22.280144_205.9591_12.610702_smear_warp\R1_NAFNet.png,research\outputs\restoration_v2\real_results\proxy\v2_0034_590_2_OSJDFRJRRU_1_20_31_F_Bed_1_114.150753_22.280144_205.9591_12.610702_smear_warp\R2_LaMa.png,smear_warp,research/data/restoration_v2_proxy_pairs/v2_0034_590_2_OSJDFRJRRU_1_20_31_F_Bed_1_114.150753_22.280144_205.9591_12.610702_smear_warp/distorted.png,research/data/restoration_v2_proxy_pairs/v2_0034_590_2_OSJDFRJRRU_1_20_31_F_Bed_1_114.150753_22.280144_205.9591_12.610702_smear_warp/mask.png,0,0.0410,"[0, 0, 224, 224]",False,0.0787,v2_0034_590_2_OSJDFRJRRU_1_20_31_F_Bed_1_114.150753_22.280144_205.9591_12.610702_smear_warp,train,research/data/restoration_v2_proxy_pairs/v2_0034_590_2_OSJDFRJRRU_1_20_31_F_Bed_1_114.150753_22.280144_205.9591_12.610702_smear_warp/clean.png
research\outputs\restoration_v2\real_results\proxy\v2_0035_69_15_SKEYPPEAPE_1_3_23_A_MBath_114.148332_22.280509_214.1759_21.22964_repeat_missing\R1_NAFNet.png,research\outputs\restoration_v2\real_results\proxy\v2_0035_69_15_SKEYPPEAPE_1_3_23_A_MBath_114.148332_22.280509_214.1759_21.22964_repeat_missing\R2_LaMa.png,repeat_missing,research/data/restoration_v2_proxy_pairs/v2_0035_69_15_SKEYPPEAPE_1_3_23_A_MBath_114.148332_22.280509_214.1759_21.22964_repeat_missing/distorted.png,research/data/restoration_v2_proxy_pairs/v2_0035_69_15_SKEYPPEAPE_1_3_23_A_MBath_114.148332_22.280509_214.1759_21.22964_repeat_missing/mask.png,0,0.0459,"[0, 0, 224, 224]",False,0.0596,v2_0035_69_15_SKEYPPEAPE_1_3_23_A_MBath_114.148332_22.280509_214.1759_21.22964_repeat_missing,train,research/data/restoration_v2_proxy_pairs/v2_0035_69_15_SKEYPPEAPE_1_3_23_A_MBath_114.148332_22.280509_214.1759_21.22964_repeat_missing/clean.png
research\outputs\restoration_v2\real_results\proxy\v2_0036_112_46_SSPPWBPXPS_1_3_19_A_Living_114.133194_22.284701_90.5225_106.038308_blur_downsample\R1_NAFNet.png,research\outputs\restoration_v2\real_results\proxy\v2_0036_112_46_SSPPWBPXPS_1_3_19_A_Living_114.133194_22.284701_90.5225_106.038308_blur_downsample\R2_LaMa.png,blur_downsample,research/data/restoration_v2_proxy_pairs/v2_0036_112_46_SSPPWBPXPS_1_3_19_A_Living_114.133194_22.284701_90.5225_106.038308_blur_downsample/distorted.png,research/data/restoration_v2_proxy_pairs/v2_0036_112_46_SSPPWBPXPS_1_3_19_A_Living_114.133194_22.284701_90.5225_106.038308_blur_downsample/mask.png,0,0.0391,"[0, 0, 224, 224]",False,0.0595,v2_0036_112_46_SSPPWBPXPS_1_3_19_A_Living_114.133194_22.284701_90.5225_106.038308_blur_downsample,train,research/data/restoration_v2_proxy_pairs/v2_0036_112_46_SSPPWBPXPS_1_3_19_A_Living_114.133194_22.284701_90.5225_106.038308_blur_downsample/clean.png
research\outputs\restoration_v2\real_results\proxy\v2_0037_156_46_SSPPWBPXPS_1_4_11_B_Living_114.13321_22.284687_68.96_13.981701_smear_warp\R1_NAFNet.png,research\outputs\restoration_v2\real_results\proxy\v2_0037_156_46_SSPPWBPXPS_1_4_11_B_Living_114.13321_22.284687_68.96_13.981701_smear_warp\R2_LaMa.png,smear_warp,research/data/restoration_v2_proxy_pairs/v2_0037_156_46_SSPPWBPXPS_1_4_11_B_Living_114.13321_22.284687_68.96_13.981701_smear_warp/distorted.png,research/data/restoration_v2_proxy_pairs/v2_0037_156_46_SSPPWBPXPS_1_4_11_B_Living_114.13321_22.284687_68.96_13.981701_smear_warp/mask.png,0,0.0421,"[9, 0, 224, 224]",False,0.0521,v2_0037_156_46_SSPPWBPXPS_1_4_11_B_Living_114.13321_22.284687_68.96_13.981701_smear_warp,train,research/data/restoration_v2_proxy_pairs/v2_0037_156_46_SSPPWBPXPS_1_4_11_B_Living_114.13321_22.284687_68.96_13.981701_smear_warp/clean.png
research\outputs\restoration_v2\real_results\proxy\v2_0038_632_30_SKPPWKPEPE_2_39_29_B_Bed_1_114.149802_22.282142_187.365_22.404233_repeat_missing\R1_NAFNet.png,research\outputs\restoration_v2\real_results\proxy\v2_0038_632_30_SKPPWKPEPE_2_39_29_B_Bed_1_114.149802_22.282142_187.365_22.404233_repeat_missing\R2_LaMa.png,repeat_missing,research/data/restoration_v2_proxy_pairs/v2_0038_632_30_SKPPWKPEPE_2_39_29_B_Bed_1_114.149802_22.282142_187.365_22.404233_repeat_missing/distorted.png,research/data/restoration_v2_proxy_pairs/v2_0038_632_30_SKPPWKPEPE_2_39_29_B_Bed_1_114.149802_22.282142_187.365_22.404233_repeat_missing/mask.png,0,0.0422,"[0, 5, 216, 224]",False,0.0677,v2_0038_632_30_SKPPWKPEPE_2_39_29_B_Bed_1_114.149802_22.282142_187.365_22.404233_repeat_missing,train,research/data/restoration_v2_proxy_pairs/v2_0038_632_30_SKPPWKPEPE_2_39_29_B_Bed_1_114.149802_22.282142_187.365_22.404233_repeat_missing/clean.png
research\outputs\restoration_v2\real_results\proxy\v2_0039_292_32_SKPPWKPXPS_1_8_10_A_MBed_114.145466_22.284032_124.23_8.086824_blur_downsample\R1_NAFNet.png,research\outputs\restoration_v2\real_results\proxy\v2_0039_292_32_SKPPWKPXPS_1_8_10_A_MBed_114.145466_22.284032_124.23_8.086824_blur_downsample\R2_LaMa.png,blur_downsample,research/data/restoration_v2_proxy_pairs/v2_0039_292_32_SKPPWKPXPS_1_8_10_A_MBed_114.145466_22.284032_124.23_8.086824_blur_downsample/distorted.png,research/data/restoration_v2_proxy_pairs/v2_0039_292_32_SKPPWKPXPS_1_8_10_A_MBed_114.145466_22.284032_124.23_8.086824_blur_downsample/mask.png,0,0.0441,"[0, 20, 224, 224]",False,0.0530,v2_0039_292_32_SKPPWKPXPS_1_8_10_A_MBed_114.145466_22.284032_124.23_8.086824_blur_downsample,train,research/data/restoration_v2_proxy_pairs/v2_0039_292_32_SKPPWKPXPS_1_8_10_A_MBed_114.145466_22.284032_124.23_8.086824_blur_downsample/clean.png
research\outputs\restoration_v2\real_results\proxy\v2_0040_120_17_SKPDPPERPE_1_5_18_A_MBed_114.148705_22.280377_199.3485_26.638706_smear_warp\R1_NAFNet.png,research\outputs\restoration_v2\real_results\proxy\v2_0040_120_17_SKPDPPERPE_1_5_18_A_MBed_114.148705_22.280377_199.3485_26.638706_smear_warp\R2_LaMa.png,smear_warp,research/data/restoration_v2_proxy_pairs/v2_0040_120_17_SKPDPPERPE_1_5_18_A_MBed_114.148705_22.280377_199.3485_26.638706_smear_warp/distorted.png,research/data/restoration_v2_proxy_pairs/v2_0040_120_17_SKPDPPERPE_1_5_18_A_MBed_114.148705_22.280377_199.3485_26.638706_smear_warp/mask.png,0,0.0377,"[0, 0, 224, 224]",False,0.0510,v2_0040_120_17_SKPDPPERPE_1_5_18_A_MBed_114.148705_22.280377_199.3485_26.638706_smear_warp,val,research/data/restoration_v2_proxy_pairs/v2_0040_120_17_SKPDPPERPE_1_5_18_A_MBed_114.148705_22.280377_199.3485_26.638706_smear_warp/clean.png
research\outputs\restoration_v2\real_results\proxy\v2_0041_1602_40_SKSSGPYXPE_1_41_7_H_MBed_114.150186_22.281533_127.673_27.006944_repeat_missing\R1_NAFNet.png,research\outputs\restoration_v2\real_results\proxy\v2_0041_1602_40_SKSSGPYXPE_1_41_7_H_MBed_114.150186_22.281533_127.673_27.006944_repeat_missing\R2_LaMa.png,repeat_missing,research/data/restoration_v2_proxy_pairs/v2_0041_1602_40_SKSSGPYXPE_1_41_7_H_MBed_114.150186_22.281533_127.673_27.006944_repeat_missing/distorted.png,research/data/restoration_v2_proxy_pairs/v2_0041_1602_40_SKSSGPYXPE_1_41_7_H_MBed_114.150186_22.281533_127.673_27.006944_repeat_missing/mask.png,0,0.0339,"[0, 0, 224, 224]",False,0.0489,v2_0041_1602_40_SKSSGPYXPE_1_41_7_H_MBed_114.150186_22.281533_127.673_27.006944_repeat_missing,train,research/data/restoration_v2_proxy_pairs/v2_0041_1602_40_SKSSGPYXPE_1_41_7_H_MBed_114.150186_22.281533_127.673_27.006944_repeat_missing/clean.png
research\outputs\restoration_v2\real_results\proxy\v2_0042_141_15_SKEYPPEAPE_1_6_11_A_Bed_2_114.148387_22.280512_178.3541_26.803866_blur_downsample\R1_NAFNet.png,research\outputs\restoration_v2\real_results\proxy\v2_0042_141_15_SKEYPPEAPE_1_6_11_A_Bed_2_114.148387_22.280512_178.3541_26.803866_blur_downsample\R2_LaMa.png,blur_downsample,research/data/restoration_v2_proxy_pairs/v2_0042_141_15_SKEYPPEAPE_1_6_11_A_Bed_2_114.148387_22.280512_178.3541_26.803866_blur_downsample/distorted.png,research/data/restoration_v2_proxy_pairs/v2_0042_141_15_SKEYPPEAPE_1_6_11_A_Bed_2_114.148387_22.280512_178.3541_26.803866_blur_downsample/mask.png,0,0.0394,"[0, 0, 224, 224]",False,0.0485,v2_0042_141_15_SKEYPPEAPE_1_6_11_A_Bed_2_114.148387_22.280512_178.3541_26.803866_blur_downsample,train,research/data/restoration_v2_proxy_pairs/v2_0042_141_15_SKEYPPEAPE_1_6_11_A_Bed_2_114.148387_22.280512_178.3541_26.803866_blur_downsample/clean.png
research\outputs\restoration_v2\real_results\proxy\v2_0043_594_30_SKPPWKPEPE_2_38_36_B_Living_114.14977_22.282159_207.1184_22.404233_smear_warp\R1_NAFNet.png,research\outputs\restoration_v2\real_results\proxy\v2_0043_594_30_SKPPWKPEPE_2_38_36_B_Living_114.14977_22.282159_207.1184_22.404233_smear_warp\R2_LaMa.png,smear_warp,research/data/restoration_v2_proxy_pairs/v2_0043_594_30_SKPPWKPEPE_2_38_36_B_Living_114.14977_22.282159_207.1184_22.404233_smear_warp/distorted.png,research/data/restoration_v2_proxy_pairs/v2_0043_594_30_SKPPWKPEPE_2_38_36_B_Living_114.14977_22.282159_207.1184_22.404233_smear_warp/mask.png,0,0.0379,"[8, 0, 224, 224]",False,0.0455,v2_0043_594_30_SKPPWKPEPE_2_38_36_B_Living_114.14977_22.282159_207.1184_22.404233_smear_warp,train,research/data/restoration_v2_proxy_pairs/v2_0043_594_30_SKPPWKPEPE_2_38_36_B_Living_114.14977_22.282159_207.1184_22.404233_smear_warp/clean.png
research\outputs\restoration_v2\real_results\proxy\v2_0044_632_3_OSRJURUXRU_1_31_15_D_MBed_114.151034_22.279006_186.6848_25.908724_repeat_missing\R1_NAFNet.png,research\outputs\restoration_v2\real_results\proxy\v2_0044_632_3_OSRJURUXRU_1_31_15_D_MBed_114.151034_22.279006_186.6848_25.908724_repeat_missing\R2_LaMa.png,repeat_missing,research/data/restoration_v2_proxy_pairs/v2_0044_632_3_OSRJURUXRU_1_31_15_D_MBed_114.151034_22.279006_186.6848_25.908724_repeat_missing/distorted.png,research/data/restoration_v2_proxy_pairs/v2_0044_632_3_OSRJURUXRU_1_31_15_D_MBed_114.151034_22.279006_186.6848_25.908724_repeat_missing/mask.png,0,0.0349,"[0, 0, 224, 224]",False,0.0508,v2_0044_632_3_OSRJURUXRU_1_31_15_D_MBed_114.151034_22.279006_186.6848_25.908724_repeat_missing,train,research/data/restoration_v2_proxy_pairs/v2_0044_632_3_OSRJURUXRU_1_31_15_D_MBed_114.151034_22.279006_186.6848_25.908724_repeat_missing/clean.png
research\outputs\restoration_v2\real_results\proxy\v2_0045_10_61_TTNTIHLEHM_1_1_12_A_Bed_1_114.142471_22.284751_80.1817_93.82985_blur_downsample\R1_NAFNet.png,research\outputs\restoration_v2\real_results\proxy\v2_0045_10_61_TTNTIHLEHM_1_1_12_A_Bed_1_114.142471_22.284751_80.1817_93.82985_blur_downsample\R2_LaMa.png,blur_downsample,research/data/restoration_v2_proxy_pairs/v2_0045_10_61_TTNTIHLEHM_1_1_12_A_Bed_1_114.142471_22.284751_80.1817_93.82985_blur_downsample/distorted.png,research/data/restoration_v2_proxy_pairs/v2_0045_10_61_TTNTIHLEHM_1_1_12_A_Bed_1_114.142471_22.284751_80.1817_93.82985_blur_downsample/mask.png,0,0.0439,"[64, 38, 224, 224]",False,0.0476,v2_0045_10_61_TTNTIHLEHM_1_1_12_A_Bed_1_114.142471_22.284751_80.1817_93.82985_blur_downsample,train,research/data/restoration_v2_proxy_pairs/v2_0045_10_61_TTNTIHLEHM_1_1_12_A_Bed_1_114.142471_22.284751_80.1817_93.82985_blur_downsample/clean.png
research\outputs\restoration_v2\real_results\proxy\v2_0046_154_44_SSPPWBPEPK_1_12_5_E_Living_114.152442_22.280765_81.88_29.58742_smear_warp\R1_NAFNet.png,research\outputs\restoration_v2\real_results\proxy\v2_0046_154_44_SSPPWBPEPK_1_12_5_E_Living_114.152442_22.280765_81.88_29.58742_smear_warp\R2_LaMa.png,smear_warp,research/data/restoration_v2_proxy_pairs/v2_0046_154_44_SSPPWBPEPK_1_12_5_E_Living_114.152442_22.280765_81.88_29.58742_smear_warp/distorted.png,research/data/restoration_v2_proxy_pairs/v2_0046_154_44_SSPPWBPEPK_1_12_5_E_Living_114.152442_22.280765_81.88_29.58742_smear_warp/mask.png,0,0.0520,"[0, 0, 224, 224]",False,0.0618,v2_0046_154_44_SSPPWBPEPK_1_12_5_E_Living_114.152442_22.280765_81.88_29.58742_smear_warp,train,research/data/restoration_v2_proxy_pairs/v2_0046_154_44_SSPPWBPEPK_1_12_5_E_Living_114.152442_22.280765_81.88_29.58742_smear_warp/clean.png
research\outputs\restoration_v2\real_results\proxy\v2_0047_682_3_OSRJURUXRU_1_33_13_D_Bed_2_114.150999_22.279034_180.8584_25.908724_repeat_missing\R1_NAFNet.png,research\outputs\restoration_v2\real_results\proxy\v2_0047_682_3_OSRJURUXRU_1_33_13_D_Bed_2_114.150999_22.279034_180.8584_25.908724_repeat_missing\R2_LaMa.png,repeat_missing,research/data/restoration_v2_proxy_pairs/v2_0047_682_3_OSRJURUXRU_1_33_13_D_Bed_2_114.150999_22.279034_180.8584_25.908724_repeat_missing/distorted.png,research/data/restoration_v2_proxy_pairs/v2_0047_682_3_OSRJURUXRU_1_33_13_D_Bed_2_114.150999_22.279034_180.8584_25.908724_repeat_missing/mask.png,0,0.0344,"[0, 0, 224, 224]",False,0.0509,v2_0047_682_3_OSRJURUXRU_1_33_13_D_Bed_2_114.150999_22.279034_180.8584_25.908724_repeat_missing,train,research/data/restoration_v2_proxy_pairs/v2_0047_682_3_OSRJURUXRU_1_33_13_D_Bed_2_114.150999_22.279034_180.8584_25.908724_repeat_missing/clean.png
research\outputs\restoration_v2\real_results\proxy\v2_0048_174_15_SKEYPPEAPE_1_7_16_A_Living_114.148411_22.280499_193.1044_26.803866_blur_downsample\R1_NAFNet.png,research\outputs\restoration_v2\real_results\proxy\v2_0048_174_15_SKEYPPEAPE_1_7_16_A_Living_114.148411_22.280499_193.1044_26.803866_blur_downsample\R2_LaMa.png,blur_downsample,research/data/restoration_v2_proxy_pairs/v2_0048_174_15_SKEYPPEAPE_1_7_16_A_Living_114.148411_22.280499_193.1044_26.803866_blur_downsample/distorted.png,research/data/restoration_v2_proxy_pairs/v2_0048_174_15_SKEYPPEAPE_1_7_16_A_Living_114.148411_22.280499_193.1044_26.803866_blur_downsample/mask.png,0,0.0386,"[0, 0, 224, 218]",False,0.0512,v2_0048_174_15_SKEYPPEAPE_1_7_16_A_Living_114.148411_22.280499_193.1044_26.803866_blur_downsample,train,research/data/restoration_v2_proxy_pairs/v2_0048_174_15_SKEYPPEAPE_1_7_16_A_Living_114.148411_22.280499_193.1044_26.803866_blur_downsample/clean.png
research\outputs\restoration_v2\real_results\proxy\v2_0049_112_21_SKPPWAPXPS_2_30_11_B_Store_114.140131_22.280469_200.4914_131.817685_smear_warp\R1_NAFNet.png,research\outputs\restoration_v2\real_results\proxy\v2_0049_112_21_SKPPWAPXPS_2_30_11_B_Store_114.140131_22.280469_200.4914_131.817685_smear_warp\R2_LaMa.png,smear_warp,research/data/restoration_v2_proxy_pairs/v2_0049_112_21_SKPPWAPXPS_2_30_11_B_Store_114.140131_22.280469_200.4914_131.817685_smear_warp/distorted.png,research/data/restoration_v2_proxy_pairs/v2_0049_112_21_SKPPWAPXPS_2_30_11_B_Store_114.140131_22.280469_200.4914_131.817685_smear_warp/mask.png,0,0.0373,"[0, 0, 224, 224]",False,0.0492,v2_0049_112_21_SKPPWAPXPS_2_30_11_B_Store_114.140131_22.280469_200.4914_131.817685_smear_warp,train,research/data/restoration_v2_proxy_pairs/v2_0049_112_21_SKPPWAPXPS_2_30_11_B_Store_114.140131_22.280469_200.4914_131.817685_smear_warp/clean.png
research\outputs\restoration_v2\real_results\proxy\v2_0050_1478_93_TZTNIHIYHM_1_38_31_F_Bed_1_114.149373_22.281923_220.4716_32.133977_repeat_missing\R1_NAFNet.png,research\outputs\restoration_v2\real_results\proxy\v2_0050_1478_93_TZTNIHIYHM_1_38_31_F_Bed_1_114.149373_22.281923_220.4716_32.133977_repeat_missing\R2_LaMa.png,repeat_missing,research/data/restoration_v2_proxy_pairs/v2_0050_1478_93_TZTNIHIYHM_1_38_31_F_Bed_1_114.149373_22.281923_220.4716_32.133977_repeat_missing/distorted.png,research/data/restoration_v2_proxy_pairs/v2_0050_1478_93_TZTNIHIYHM_1_38_31_F_Bed_1_114.149373_22.281923_220.4716_32.133977_repeat_missing/mask.png,0,0.0381,"[0, 0, 224, 224]",False,0.0492,v2_0050_1478_93_TZTNIHIYHM_1_38_31_F_Bed_1_114.149373_22.281923_220.4716_32.133977_repeat_missing,train,research/data/restoration_v2_proxy_pairs/v2_0050_1478_93_TZTNIHIYHM_1_38_31_F_Bed_1_114.149373_22.281923_220.4716_32.133977_repeat_missing/clean.png
